ball_faced,bowled_by,catched_by,dot_balls,economy,four,ground_city,ground_name,match_no,name,opposite_team_name,over,run_gave,run_scored,runout_by,six,strike_rate,stumped_by,team_name,wicket,wicket_taken
9,Ben Cutting,,,,1,Bengaluru,M. Chinnaswamy Stadium,Final,Lokesh Rahul,Sunrisers Hyderabad,,,11,,0,122.22,,Royal Challengers Bangalore,bold,
3,Chris Jordan,Yuzvendra Chahal,1,8.50,1,Bengaluru,M. Chinnaswamy Stadium,Final,Bipul Sharma,Royal Challengers Bangalore,2,17,5,,0,166.66,,Sunrisers Hyderabad,catch,1
,,,9,7.50,,Bengaluru,M. Chinnaswamy Stadium,Final,Sreenath Arvind,Sunrisers Hyderabad,4,30,,,,,,Royal Challengers Bangalore,,2
7,,,,,0,Bengaluru,M. Chinnaswamy Stadium,Final,Stuart Binny,Sunrisers Hyderabad,,,9,,1,128.57,,Royal Challengers Bangalore,,
35,Barinder Sran,,,,5,Bengaluru,M. Chinnaswamy Stadium,Final,Virat Kohli,Sunrisers Hyderabad,,,54,,2,154.28,,Royal Challengers Bangalore,bold,
4,,,,,1,Bengaluru,M. Chinnaswamy Stadium,Final,Naman Ojha,Royal Challengers Bangalore,,,7,Shane Watson,0,175.00,,Sunrisers Hyderabad,runout,
15,,,7,8.75,3,Bengaluru,M. Chinnaswamy Stadium,Final,Ben Cutting,Royal Challengers Bangalore,4,35,39,,4,260.00,,Sunrisers Hyderabad,,2
38,Sreenath Arvind,Iqbal Abdulla,,,8,Bengaluru,M. Chinnaswamy Stadium,Final,David Warner,Royal Challengers Bangalore,,,69,,3,181.57,,Sunrisers Hyderabad,catch,
38,Ben Cutting,Bipul Sharma,8,8.00,4,Bengaluru,M. Chinnaswamy Stadium,Final,Chris Gayle,Sunrisers Hyderabad,3,24,76,,8,200.00,,Royal Challengers Bangalore,catch,0
,,,5,8.75,,Bengaluru,M. Chinnaswamy Stadium,Final,Yuzvendra Chahal,Sunrisers Hyderabad,4,35,,,,,,Royal Challengers Bangalore,,1
2,,,1,10.00,1,Bengaluru,M. Chinnaswamy Stadium,Final,Iqbal Abdulla,Sunrisers Hyderabad,1,10,4,,0,200.00,,Royal Challengers Bangalore,,0
25,Yuzvendra Chahal,Chris Jordan,,,3,Bengaluru,M. Chinnaswamy Stadium,Final,Shikhar Dhawan,Royal Challengers Bangalore,,,28,,1,112.00,,Sunrisers Hyderabad,catch,
5,Chris Jordan,Yuzvendra Chahal,5,13.33,0,Bengaluru,M. Chinnaswamy Stadium,Final,Moises Henriques,Royal Challengers Bangalore,3,40,4,,0,80.00,,Sunrisers Hyderabad,catch,0
,,,9,9.25,,Bengaluru,M. Chinnaswamy Stadium,Final,Mustafizur Rahman,Royal Challengers Bangalore,4,37,,,,,,Sunrisers Hyderabad,,1
6,Bipul Sharma,Moises Henriques,,,0,Bengaluru,M. Chinnaswamy Stadium,Final,AB de Villiers,Sunrisers Hyderabad,,,5,,0,83.33,,Royal Challengers Bangalore,catch,
10,,,,,1,Bengaluru,M. Chinnaswamy Stadium,Final,Sachin Baby,Sunrisers Hyderabad,,,18,Deepak Hooda,1,180.00,,Royal Challengers Bangalore,runout,
6,Sreenath Arvind,Virat Kohli,,,0,Bengaluru,M. Chinnaswamy Stadium,Final,Deepak Hooda,Royal Challengers Bangalore,,,3,,0,50.00,,Sunrisers Hyderabad,catch,
1,,,13,6.25,0,Bengaluru,M. Chinnaswamy Stadium,Final,Bhuvneshwar Kumar,Royal Challengers Bangalore,4,25,1,,0,100.00,,Sunrisers Hyderabad,,0
23,Chris Jordan,Shane Watson,,,4,Bengaluru,M. Chinnaswamy Stadium,Final,Yuvraj Singh,Royal Challengers Bangalore,,,38,,2,165.21,,Sunrisers Hyderabad,catch,
4,,,9,11.25,0,Bengaluru,M. Chinnaswamy Stadium,Final,Chris Jordan,Sunrisers Hyderabad,4,45,3,Naman Ojha,0,75.00,,Royal Challengers Bangalore,runout,3
,,,6,13.66,,Bengaluru,M. Chinnaswamy Stadium,Final,Barinder Sran,Royal Challengers Bangalore,3,41,,,,,,Sunrisers Hyderabad,,1
9,Mustafizur Rahman,Moises Henriques,7,15.25,0,Bengaluru,M. Chinnaswamy Stadium,Final,Shane Watson,Sunrisers Hyderabad,4,61,11,,1,122.22,,Royal Challengers Bangalore,catch,0
11,,,8,7.00,0,Delhi,Feroz Shah Kotla Ground,Qualifier 2,Bipul Sharma,Gujarat Lions,3,21,27,,3,245.45,,Sunrisers Hyderabad,,1
5,Trent Boult,,5,7.50,0,Delhi,Feroz Shah Kotla Ground,Qualifier 2,Suresh Raina,Sunrisers Hyderabad,2,15,1,,0,20.00,,Gujarat Lions,lbw,0
19,,,,,4,Delhi,Feroz Shah Kotla Ground,Qualifier 2,Dinesh Karthik,Sunrisers Hyderabad,,,26,Trent Boult,1,136.84,,Gujarat Lions,runout,
2,,,8,8.00,0,Delhi,Feroz Shah Kotla Ground,Qualifier 2,Dhawal Kulkarni,Sunrisers Hyderabad,4,32,3,,0,150.00,,Gujarat Lions,,0
29,Bipul Sharma,Bhuvneshwar Kumar,,,5,Delhi,Feroz Shah Kotla Ground,Qualifier 2,Brendon McCullum,Sunrisers Hyderabad,,,32,,0,110.34,,Gujarat Lions,catch,
4,,,,,0,Delhi,Feroz Shah Kotla Ground,Qualifier 2,Shikhar Dhawan,Gujarat Lions,,,0,Brendon McCullum,0,0.00,,Sunrisers Hyderabad,runout,
8,Dwayne Bravo,Ravindra Jadeja,,,0,Delhi,Feroz Shah Kotla Ground,Qualifier 2,Naman Ojha,Gujarat Lions,,,10,,1,125.00,,Sunrisers Hyderabad,catch,
7,Shivil Kaushik,Dinesh Karthik,7,6.66,1,Delhi,Feroz Shah Kotla Ground,Qualifier 2,Ben Cutting,Gujarat Lions,3,20,8,,0,114.28,,Sunrisers Hyderabad,catch,2
,,,11,9.75,,Delhi,Feroz Shah Kotla Ground,Qualifier 2,Trent Boult,Gujarat Lions,4,39,,,,,,Sunrisers Hyderabad,,1
58,,,,,11,Delhi,Feroz Shah Kotla Ground,Qualifier 2,David Warner,Gujarat Lions,,,93,,3,160.34,,Sunrisers Hyderabad,,
15,,,,,1,Delhi,Feroz Shah Kotla Ground,Qualifier 2,Ravindra Jadeja,Sunrisers Hyderabad,,,19,,0,126.66,,Gujarat Lions,,
10,Bhuvneshwar Kumar,,9,8.00,4,Delhi,Feroz Shah Kotla Ground,Qualifier 2,Dwayne Bravo,Sunrisers Hyderabad,4,32,20,,0,200.00,,Gujarat Lions,bold,2
6,Dwayne Smith,Eklavya Dwivedi,6,9.00,2,Delhi,Feroz Shah Kotla Ground,Qualifier 2,Moises Henriques,Gujarat Lions,3,27,11,,0,183.33,,Sunrisers Hyderabad,catch,0
,,,11,5.50,,Delhi,Feroz Shah Kotla Ground,Qualifier 2,Shivil Kaushik,Sunrisers Hyderabad,4,22,,,,,,Gujarat Lions,,2
9,Dwayne Bravo,,,,0,Delhi,Feroz Shah Kotla Ground,Qualifier 2,Deepak Hooda,Gujarat Lions,,,4,,0,44.44,,Sunrisers Hyderabad,lbw,
32,Ben Cutting,,,,7,Delhi,Feroz Shah Kotla Ground,Qualifier 2,Aaron Finch,Sunrisers Hyderabad,,,50,,2,156.25,,Gujarat Lions,bold,
5,Bhuvneshwar Kumar,Trent Boult,,,1,Delhi,Feroz Shah Kotla Ground,Qualifier 2,Eklavya Dwivedi,Sunrisers Hyderabad,,,5,,0,100.00,,Gujarat Lions,catch,
3,Ben Cutting,Shikhar Dhawan,2,14.50,0,Delhi,Feroz Shah Kotla Ground,Qualifier 2,Dwayne Smith,Sunrisers Hyderabad,2,29,1,,0,33.33,,Gujarat Lions,catch,1
,,,9,6.75,,Delhi,Feroz Shah Kotla Ground,Qualifier 2,Bhuvneshwar Kumar,Gujarat Lions,4,27,,,,,,Sunrisers Hyderabad,,2
13,Shivil Kaushik,Dwayne Smith,,,1,Delhi,Feroz Shah Kotla Ground,Qualifier 2,Yuvraj Singh,Gujarat Lions,,,8,,0,61.53,,Sunrisers Hyderabad,catch,
,,,8,9.60,,Delhi,Feroz Shah Kotla Ground,Qualifier 2,Praveen Kumar,Sunrisers Hyderabad,3.2,32,,,,,,Gujarat Lions,,0
,,,8,9.33,,Delhi,Feroz Shah Kotla Ground,Qualifier 2,Barinder Sran,Gujarat Lions,3,28,,,,,,Sunrisers Hyderabad,,0
6,,,2,8.00,0,Delhi,Feroz Shah Kotla Ground,Eliminator,Bipul Sharma,Kolkata Knight Riders,2,16,14,,2,233.33,,Sunrisers Hyderabad,,0
1,Kuldeep Yadav,,7,4.66,0,Delhi,Feroz Shah Kotla Ground,Eliminator,Ben Cutting,Kolkata Knight Riders,3,14,0,,0,0.00,Robin Uthappa,Sunrisers Hyderabad,stemping,1
6,Moises Henriques,Bhuvneshwar Kumar,6,5.66,0,Delhi,Feroz Shah Kotla Ground,Eliminator,Yusuf Pathan,Sunrisers Hyderabad,3,17,2,,0,33.33,,Kolkata Knight Riders,catch,0
10,Morne Morkel,,,,2,Delhi,Feroz Shah Kotla Ground,Eliminator,Shikhar Dhawan,Kolkata Knight Riders,,,10,,0,100.00,,Sunrisers Hyderabad,bold,
0,,,12,7.75,0,Delhi,Feroz Shah Kotla Ground,Eliminator,Morne Morkel,Sunrisers Hyderabad,4,31,0,,0,0.00,,Kolkata Knight Riders,,2
7,Barinder Sran,Moises Henriques,,,1,Delhi,Feroz Shah Kotla Ground,Eliminator,Robin Uthappa,Sunrisers Hyderabad,,,11,,0,157.14,,Kolkata Knight Riders,catch,
9,Jason Holder,Robin Uthappa,,,0,Delhi,Feroz Shah Kotla Ground,Eliminator,Naman Ojha,Kolkata Knight Riders,,,7,,0,77.77,,Sunrisers Hyderabad,catch,
28,Bhuvneshwar Kumar,Deepak Hooda,,,2,Delhi,Feroz Shah Kotla Ground,Eliminator,Manish Pandey,Sunrisers Hyderabad,,,36,,1,128.57,,Kolkata Knight Riders,catch,
7,Bhuvneshwar Kumar,Ben Cutting,7,8.25,1,Delhi,Feroz Shah Kotla Ground,Eliminator,Jason Holder,Sunrisers Hyderabad,4,33,6,,0,85.71,,Kolkata Knight Riders,catch,2
15,Moises Henriques,Shikhar Dhawan,,,1,Delhi,Feroz Shah Kotla Ground,Eliminator,Suryakumar Yadav,Sunrisers Hyderabad,,,23,,1,153.33,,Kolkata Knight Riders,catch,
28,Ben Cutting,sub (Vijay Shankar),,,2,Delhi,Feroz Shah Kotla Ground,Eliminator,Gautam Gambhir,Sunrisers Hyderabad,,,28,,1,100.00,,Kolkata Knight Riders,catch,
28,Kuldeep Yadav,,,,3,Delhi,Feroz Shah Kotla Ground,Eliminator,David Warner,Kolkata Knight Riders,,,28,,0,100.00,,Sunrisers Hyderabad,bold,
,,,10,8.75,,Delhi,Feroz Shah Kotla Ground,Eliminator,Kuldeep Yadav,Sunrisers Hyderabad,4,35,,,,,,Kolkata Knight Riders,,3
17,,,,,1,Delhi,Feroz Shah Kotla Ground,Eliminator,Colin Munro,Sunrisers Hyderabad,,,16,Yuvraj Singh,0,94.11,,Kolkata Knight Riders,runout,
21,Kuldeep Yadav,&,5,5.66,1,Delhi,Feroz Shah Kotla Ground,Eliminator,Moises Henriques,Kolkata Knight Riders,3,17,31,,2,147.61,,Sunrisers Hyderabad,catch,2
3,,,11,8.75,0,Delhi,Feroz Shah Kotla Ground,Eliminator,Sunil Narine,Sunrisers Hyderabad,4,35,1,,0,33.33,,Kolkata Knight Riders,,0
13,,,3,8.00,0,Delhi,Feroz Shah Kotla Ground,Eliminator,Deepak Hooda,Kolkata Knight Riders,1,8,21,Kuldeep Yadav,2,161.53,,Sunrisers Hyderabad,runout,0
9,Bhuvneshwar Kumar,,1,9.00,0,Delhi,Feroz Shah Kotla Ground,Eliminator,Rajagopal Sathish,Sunrisers Hyderabad,1,9,8,,0,88.88,,Kolkata Knight Riders,bold,0
2,Morne Morkel,Manish Pandey,11,4.75,0,Delhi,Feroz Shah Kotla Ground,Eliminator,Bhuvneshwar Kumar,Kolkata Knight Riders,4,19,1,,0,50.00,,Sunrisers Hyderabad,catch,3
30,Jason Holder,,,,8,Delhi,Feroz Shah Kotla Ground,Eliminator,Yuvraj Singh,Kolkata Knight Riders,,,44,,1,146.66,,Sunrisers Hyderabad,bold,
,,,9,7.00,,Delhi,Feroz Shah Kotla Ground,Eliminator,Mustafizur Rahman,Kolkata Knight Riders,4,28,,,,,,Sunrisers Hyderabad,,0
0,,,6,9.66,0,Delhi,Feroz Shah Kotla Ground,Eliminator,Barinder Sran,Kolkata Knight Riders,3,29,0,,0,0.00,,Sunrisers Hyderabad,,1
1,Dhawal Kulkarni,Dwayne Smith,,,0,Bengaluru,M. Chinnaswamy Stadium,Qualifier 1,Lokesh Rahul,Gujarat Lions,,,0,,0,0.00,,Royal Challengers Bangalore,catch,
9,Shane Watson,Sreenath Arvind,,,0,Bengaluru,M. Chinnaswamy Stadium,Qualifier 1,Suresh Raina,Royal Challengers Bangalore,,,1,,0,11.11,,Gujarat Lions,catch,
30,Chris Jordan,,,,2,Bengaluru,M. Chinnaswamy Stadium,Qualifier 1,Dinesh Karthik,Royal Challengers Bangalore,,,26,,0,86.66,,Gujarat Lions,bold,
3,,,14,3.50,1,Bengaluru,M. Chinnaswamy Stadium,Qualifier 1,Dhawal Kulkarni,Royal Challengers Bangalore,4,14,6,Sachin Baby,0,200.00,,Gujarat Lions,runout,4
,,,10,4.33,,Bengaluru,M. Chinnaswamy Stadium,Qualifier 1,Sreenath Arvind,Gujarat Lions,3,13,,,,,,Royal Challengers Bangalore,,0
4,Iqbal Abdulla,AB de Villiers,,,0,Bengaluru,M. Chinnaswamy Stadium,Qualifier 1,Brendon McCullum,Royal Challengers Bangalore,,,1,,0,25.00,,Gujarat Lions,catch,
15,Ravindra Jadeja,,2,4.00,2,Bengaluru,M. Chinnaswamy Stadium,Qualifier 1,Stuart Binny,Gujarat Lions,1,4,21,,1,140.00,,Royal Challengers Bangalore,lbw,0
2,Dhawal Kulkarni,,,,0,Bengaluru,M. Chinnaswamy Stadium,Qualifier 1,Virat Kohli,Gujarat Lions,,,0,,0,0.00,,Royal Challengers Bangalore,bold,
12,Dhawal Kulkarni,,,,2,Bengaluru,M. Chinnaswamy Stadium,Qualifier 1,Chris Gayle,Gujarat Lions,,,9,,0,75.00,,Royal Challengers Bangalore,bold,
,,,6,10.50,,Bengaluru,M. Chinnaswamy Stadium,Qualifier 1,Yuzvendra Chahal,Gujarat Lions,4,42,,,,,,Royal Challengers Bangalore,,1
7,Shane Watson,Chris Gayle,9,5.25,0,Bengaluru,M. Chinnaswamy Stadium,Qualifier 1,Ravindra Jadeja,Royal Challengers Bangalore,4,21,3,,0,42.85,,Gujarat Lions,catch,2
6,Shane Watson,,5,8.66,1,Bengaluru,M. Chinnaswamy Stadium,Qualifier 1,Dwayne Bravo,Royal Challengers Bangalore,3,26,8,,0,133.33,,Gujarat Lions,bold,0
25,,,10,9.50,3,Bengaluru,M. Chinnaswamy Stadium,Qualifier 1,Iqbal Abdulla,Gujarat Lions,4,38,33,,1,132.00,,Royal Challengers Bangalore,,2
6,Iqbal Abdulla,Chris Gayle,,,1,Bengaluru,M. Chinnaswamy Stadium,Qualifier 1,Aaron Finch,Royal Challengers Bangalore,,,4,,0,66.66,,Gujarat Lions,catch,
47,,,,,5,Bengaluru,M. Chinnaswamy Stadium,Qualifier 1,AB de Villiers,Gujarat Lions,,,79,,5,168.08,,Royal Challengers Bangalore,,
3,Dhawal Kulkarni,Shadab Jakati,,,0,Bengaluru,M. Chinnaswamy Stadium,Qualifier 1,Sachin Baby,Gujarat Lions,,,0,,0,0.00,,Royal Challengers Bangalore,catch,
2,,,4,15.00,0,Bengaluru,M. Chinnaswamy Stadium,Qualifier 1,Shadab Jakati,Royal Challengers Bangalore,3,45,1,,0,50.00,,Gujarat Lions,,0
9,Shane Watson,Virat Kohli,,,1,Bengaluru,M. Chinnaswamy Stadium,Qualifier 1,Eklavya Dwivedi,Royal Challengers Bangalore,,,19,,2,211.11,,Gujarat Lions,catch,
41,Yuzvendra Chahal,Virat Kohli,1,14.00,5,Bengaluru,M. Chinnaswamy Stadium,Qualifier 1,Dwayne Smith,Royal Challengers Bangalore,1,14,73,,6,178.04,,Gujarat Lions,catch,0
,,,9,6.50,,Bengaluru,M. Chinnaswamy Stadium,Qualifier 1,Chris Jordan,Gujarat Lions,4,26,,,,,,Royal Challengers Bangalore,,2
3,Chris Jordan,,11,9.60,1,Bengaluru,M. Chinnaswamy Stadium,Qualifier 1,Praveen Kumar,Royal Challengers Bangalore,3.2,32,5,,0,166.66,,Gujarat Lions,bold,0
6,Ravindra Jadeja,Dwayne Smith,13,7.25,0,Bengaluru,M. Chinnaswamy Stadium,Qualifier 1,Shane Watson,Gujarat Lions,4,29,1,,0,16.66,,Royal Challengers Bangalore,catch,4
23,Carlos Brathwaite,,,,4,Naya Raipur,Shaheed Veer Narayan Singh International Cricket Stadium,56,Lokesh Rahul,Delhi Daredevils,,,38,,1,165.21,,Royal Challengers Bangalore,bold,
11,,,2,7.50,2,Naya Raipur,Shaheed Veer Narayan Singh International Cricket Stadium,56,Stuart Binny,Delhi Daredevils,2,15,16,,0,145.45,,Royal Challengers Bangalore,,0
,,,9,8.00,,Naya Raipur,Shaheed Veer Narayan Singh International Cricket Stadium,56,Yuzvendra Chahal,Delhi Daredevils,4,32,,,,,,Royal Challengers Bangalore,,3
10,Yuzvendra Chahal,Virat Kohli,,,0,Naya Raipur,Shaheed Veer Narayan Singh International Cricket Stadium,56,Karun Nair,Royal Challengers Bangalore,,,11,,1,110.00,,Delhi Daredevils,catch,
2,Chris Gayle,Shane Watson,6,5.68,0,Naya Raipur,Shaheed Veer Narayan Singh International Cricket Stadium,56,Carlos Brathwaite,Royal Challengers Bangalore,3.1,18,1,,0,50.00,,Delhi Daredevils,catch,1
45,,,,,6,Naya Raipur,Shaheed Veer Narayan Singh International Cricket Stadium,56,Virat Kohli,Delhi Daredevils,,,54,,0,120.00,,Royal Challengers Bangalore,,
12,Yuzvendra Chahal,Lokesh Rahul,,,1,Naya Raipur,Shaheed Veer Narayan Singh International Cricket Stadium,56,Sanju Samson,Royal Challengers Bangalore,,,17,,1,141.66,,Delhi Daredevils,catch,
6,Chris Jordan,Chris Gayle,,,0,Naya Raipur,Shaheed Veer Narayan Singh International Cricket Stadium,56,Sam Billings,Royal Challengers Bangalore,,,4,,0,66.66,,Delhi Daredevils,catch,
12,Chris Gayle,AB de Villiers,4,6.33,0,Naya Raipur,Shaheed Veer Narayan Singh International Cricket Stadium,56,Pawan Negi,Royal Challengers Bangalore,3,19,6,,0,50.00,,Delhi Daredevils,catch,1
,,,2,7.00,,Naya Raipur,Shaheed Veer Narayan Singh International Cricket Stadium,56,Iqbal Abdulla,Delhi Daredevils,2,14,,,,,,Royal Challengers Bangalore,,0
,,,8,8.25,,Naya Raipur,Shaheed Veer Narayan Singh International Cricket Stadium,56,Amit Mishra,Royal Challengers Bangalore,4,33,,,,,,Delhi Daredevils,,0
,,,7,7.00,,Naya Raipur,Shaheed Veer Narayan Singh International Cricket Stadium,56,Sreenath Arvind,Delhi Daredevils,4,28,,,,,,Royal Challengers Bangalore,,1
4,Chris Morris,,4,5.50,0,Naya Raipur,Shaheed Veer Narayan Singh International Cricket Stadium,56,Chris Gayle,Delhi Daredevils,2,11,1,,0,25.00,,Royal Challengers Bangalore,bold,2
,,,7,5.00,,Naya Raipur,Shaheed Veer Narayan Singh International Cricket Stadium,56,Chris Jordan,Delhi Daredevils,2,10,,,,,,Royal Challengers Bangalore,,1
8,Zaheer Khan,Jayant Yadav,,,1,Naya Raipur,Shaheed Veer Narayan Singh International Cricket Stadium,56,AB de Villiers,Delhi Daredevils,,,6,,0,75.00,,Royal Challengers Bangalore,catch,
2,Sreenath Arvind,Lokesh Rahul,,,0,Naya Raipur,Shaheed Veer Narayan Singh International Cricket Stadium,56,Rishabh Pant,Royal Challengers Bangalore,,,1,,0,50.00,,Delhi Daredevils,catch,
7,,,2,8.00,0,Naya Raipur,Shaheed Veer Narayan Singh International Cricket Stadium,56,Jayant Yadav,Royal Challengers Bangalore,1,8,5,Lokesh Rahul,0,71.42,,Delhi Daredevils,runout,0
18,,,9,10.33,3,Naya Raipur,Shaheed Veer Narayan Singh International Cricket Stadium,56,Chris Morris,Royal Challengers Bangalore,3,31,27,,0,150.00,,Delhi Daredevils,,1
52,Yuzvendra Chahal,Chris Jordan,,,5,Naya Raipur,Shaheed Veer Narayan Singh International Cricket Stadium,56,Quinton de Kock,Royal Challengers Bangalore,,,60,,1,115.38,,Delhi Daredevils,catch,
,,,12,7.50,,Naya Raipur,Shaheed Veer Narayan Singh International Cricket Stadium,56,Zaheer Khan,Royal Challengers Bangalore,4,30,,,,,,Delhi Daredevils,,1
18,Pawan Negi,Sam Billings,9,6.75,0,Naya Raipur,Shaheed Veer Narayan Singh International Cricket Stadium,56,Shane Watson,Delhi Daredevils,4,27,14,,1,77.77,,Royal Challengers Bangalore,catch,0
34,,,3,4.00,3,Kolkata,Eden Gardens,55,Yusuf Pathan,Sunrisers Hyderabad,1,4,52,,2,152.94,,Kolkata Knight Riders,,0
30,Kuldeep Yadav,Colin Munro,,,4,Kolkata,Eden Gardens,55,Shikhar Dhawan,Kolkata Knight Riders,,,51,,3,170.00,,Sunrisers Hyderabad,catch,
17,Barinder Sran,Kane Williamson,,,4,Kolkata,Eden Gardens,55,Robin Uthappa,Sunrisers Hyderabad,,,25,,0,147.05,,Kolkata Knight Riders,catch,
25,Sunil Narine,Robin Uthappa,,,1,Kolkata,Eden Gardens,55,Naman Ojha,Kolkata Knight Riders,,,15,,0,60.00,,Sunrisers Hyderabad,catch,
30,Bhuvneshwar Kumar,Kane Williamson,,,2,Kolkata,Eden Gardens,55,Manish Pandey,Sunrisers Hyderabad,,,48,,3,160.00,,Kolkata Knight Riders,catch,
3,Mustafizur Rahman,Moises Henriques,8,7.00,0,Kolkata,Eden Gardens,55,Jason Holder,Sunrisers Hyderabad,3,21,3,,0,100.00,,Kolkata Knight Riders,catch,0
3,,,,,1,Kolkata,Eden Gardens,55,Suryakumar Yadav,Sunrisers Hyderabad,,,6,,0,200.00,,Kolkata Knight Riders,,
15,Deepak Hooda,Moises Henriques,,,1,Kolkata,Eden Gardens,55,Gautam Gambhir,Sunrisers Hyderabad,,,16,,0,106.66,,Kolkata Knight Riders,catch,
16,Sunil Narine,,,,1,Kolkata,Eden Gardens,55,David Warner,Kolkata Knight Riders,,,18,,1,112.50,,Sunrisers Hyderabad,bold,
,,,12,7.00,,Kolkata,Eden Gardens,55,Kuldeep Yadav,Sunrisers Hyderabad,4,28,,,,,,Kolkata Knight Riders,,2
11,,,4,13.00,0,Kolkata,Eden Gardens,55,Karn Sharma,Kolkata Knight Riders,3,39,8,,0,72.72,,Sunrisers Hyderabad,,0
8,Deepak Hooda,Naman Ojha,1,8.00,2,Kolkata,Eden Gardens,55,Colin Munro,Sunrisers Hyderabad,1,8,10,,0,125.00,,Kolkata Knight Riders,catch,0
10,Sunil Narine,,1,7.00,1,Kolkata,Eden Gardens,55,Moises Henriques,Kolkata Knight Riders,2,14,11,,0,110.00,,Sunrisers Hyderabad,bold,0
,,,6,8.00,,Kolkata,Eden Gardens,55,Mustafizur Rahman,Kolkata Knight Riders,4,32,,,,,,Sunrisers Hyderabad,,1
10,Bhuvneshwar Kumar,Naman Ojha,9,8.50,0,Kolkata,Eden Gardens,55,Shakib Al Hasan,Sunrisers Hyderabad,4,34,7,,0,70.00,,Kolkata Knight Riders,catch,1
9,Kuldeep Yadav,Suryakumar Yadav,2,7.00,0,Kolkata,Eden Gardens,55,Kane Williamson,Kolkata Knight Riders,1,7,7,,0,77.77,,Sunrisers Hyderabad,catch,0
2,,,3,8.00,0,Kolkata,Eden Gardens,55,Deepak Hooda,Kolkata Knight Riders,2,16,2,Shakib Al Hasan,0,100.00,,Sunrisers Hyderabad,runout,2
4,Ankit Rajpoot,sub (Rajagopal Sathish),6,7.75,1,Kolkata,Eden Gardens,55,Bhuvneshwar Kumar,Kolkata Knight Riders,4,31,5,,0,125.00,,Sunrisers Hyderabad,catch,2
,,,5,7.00,,Kolkata,Eden Gardens,55,Ankit Rajpoot,Sunrisers Hyderabad,3,21,,,,,,Kolkata Knight Riders,,1
12,Shakib Al Hasan,sub (Rajagopal Sathish),,,1,Kolkata,Eden Gardens,55,Yuvraj Singh,Kolkata Knight Riders,,,19,,2,158.33,,Sunrisers Hyderabad,catch,
,,,12,6.50,,Kolkata,Eden Gardens,55,Sunil Narine,Sunrisers Hyderabad,4,26,,,,,,Kolkata Knight Riders,,3
2,,,7,7.75,0,Kolkata,Eden Gardens,55,Barinder Sran,Kolkata Knight Riders,4,31,2,,0,100.00,,Sunrisers Hyderabad,,1
,,,11,5.50,,Kanpur,Green Park,54,Dwayne Bravo,Mumbai Indians,4,22,,,,,,Gujarat Lions,,2
,,,9,10.50,,Kanpur,Green Park,54,Jasprit Bumrah,Gujarat Lions,4,42,,,,,,Mumbai Indians,,1
2,Vinay Kumar,,,,0,Kanpur,Green Park,54,Aaron Finch,Mumbai Indians,,,0,,0,0.00,,Gujarat Lions,lbw,
,,,10,10.25,,Kanpur,Green Park,54,Dhawal Kulkarni,Mumbai Indians,4,41,,,,,,Gujarat Lions,,2
36,Jasprit Bumrah,Jos Buttler,,,8,Kanpur,Green Park,54,Suresh Raina,Mumbai Indians,,,58,,2,161.11,,Gujarat Lions,catch,
9,Dwayne Smith,Dwayne Bravo,,,1,Kanpur,Green Park,54,Martin Guptill,Gujarat Lions,,,7,,0,77.77,,Mumbai Indians,catch,
4,Vinay Kumar,Jos Buttler,,,0,Kanpur,Green Park,54,Dinesh Karthik,Mumbai Indians,,,3,,0,75.00,,Gujarat Lions,catch,
36,Dwayne Bravo,Dhawal Kulkarni,,,7,Kanpur,Green Park,54,Nitish Rana,Gujarat Lions,,,70,,4,194.44,,Mumbai Indians,catch,
8,Praveen Kumar,Ravindra Jadeja,3,10.00,1,Kanpur,Green Park,54,Hardik Pandya,Gujarat Lions,1,10,7,,0,87.50,,Mumbai Indians,catch,0
1,,,10,5.66,0,Kanpur,Green Park,54,Vinay Kumar,Gujarat Lions,3,17,1,,0,100.00,,Mumbai Indians,,2
23,,,9,9.25,4,Kanpur,Green Park,54,Dwayne Smith,Mumbai Indians,4,37,37,,2,160.86,,Gujarat Lions,,2
11,Dhawal Kulkarni,Dwayne Smith,,,0,Kanpur,Green Park,54,Kieron Pollard,Gujarat Lions,,,9,,1,81.81,,Mumbai Indians,catch,
5,Praveen Kumar,Suresh Raina,7,9.00,0,Kanpur,Green Park,54,Harbhajan Singh,Gujarat Lions,4,36,3,,0,60.00,,Mumbai Indians,catch,1
3,Dwayne Smith,Aaron Finch,2,14.00,1,Kanpur,Green Park,54,Krunal Pandya,Gujarat Lions,2,28,4,,0,133.33,,Mumbai Indians,catch,0
,,,3,10.00,,Kanpur,Green Park,54,Shadab Jakati,Mumbai Indians,3,30,,,,,,Gujarat Lions,,0
31,Dwayne Bravo,&,,,3,Kanpur,Green Park,54,Jos Buttler,Gujarat Lions,,,33,,0,106.45,,Mumbai Indians,catch,
17,Dhawal Kulkarni,Shadab Jakati,,,4,Kanpur,Green Park,54,Rohit Sharma,Gujarat Lions,,,30,,2,176.47,,Mumbai Indians,catch,
,,,15,6.00,,Kanpur,Green Park,54,Praveen Kumar,Mumbai Indians,4,24,,,,,,Gujarat Lions,,2
15,,,0,15.00,4,Kanpur,Green Park,54,Ravindra Jadeja,Mumbai Indians,1,15,21,,0,140.00,,Gujarat Lions,,0
