ball_faced,bowled_by,catched_by,dot_balls,economy,four,ground_city,ground_name,match_no,name,opposite_team_name,over,run_gave,run_scored,runout_by,six,strike_rate,stumped_by,team_name,wicket,wicket_taken
32,Axar Patel,,,,3,Delhi,Feroz Shah Kotla Ground,7,Sanju Samson,Kings XI Punjab,,,33,,1,103.12,,Delhi Daredevils,bold,
12,Chris Morris,,4,9.33,0,Delhi,Feroz Shah Kotla Ground,7,Mitchell Johnson,Delhi Daredevils,3,28,4,,0,33.33,,Kings XI Punjab,bold,0
5,Sandeep Sharma,Wriddhiman Saha,,,0,Delhi,Feroz Shah Kotla Ground,7,Shreyas Iyer,Kings XI Punjab,,,3,,0,60.00,,Delhi Daredevils,catch,
22,Jayant Yadav,Pawan Negi,7,8.33,1,Delhi,Feroz Shah Kotla Ground,7,Axar Patel,Delhi Daredevils,3,25,11,,0,50.00,,Kings XI Punjab,catch,1
42,,,,,9,Delhi,Feroz Shah Kotla Ground,7,Quinton de Kock,Kings XI Punjab,,,59,,1,140.47,,Delhi Daredevils,,
8,Zaheer Khan,Chris Morris,7,5.00,1,Delhi,Feroz Shah Kotla Ground,7,Mohit Sharma,Delhi Daredevils,2,10,15,,1,187.50,,Kings XI Punjab,catch,0
5,,,,,0,Delhi,Feroz Shah Kotla Ground,7,Murali Vijay,Delhi Daredevils,,,1,Karun Nair/Quinton de Kock,0,20.00,,Kings XI Punjab,runout,
,,,17,3.50,,Delhi,Feroz Shah Kotla Ground,7,Zaheer Khan,Kings XI Punjab,4,14,,,,,,Delhi Daredevils,,1
9,Amit Mishra,,,,1,Delhi,Feroz Shah Kotla Ground,7,David Miller,Delhi Daredevils,,,9,,0,100.00,,Kings XI Punjab,lbw,
,,,3,7.50,,Rajkot,Saurashtra Cricket Association Stadium,6,James Faulkner,Rising Pune Supergiant,2,15,,,,,,Gujarat Lions,,0
10,,,6,10.75,3,Rajkot,Saurashtra Cricket Association Stadium,6,Dwayne Bravo,Rising Pune Supergiant,4,43,22,,1,220.00,,Gujarat Lions,,1
11,Ravindra Jadeja,,0,10.00,0,Rajkot,Saurashtra Cricket Association Stadium,6,Mitchell Marsh,Gujarat Lions,1,10,7,,0,63.63,,Rising Pune Supergiant,bold,0
17,Pravin Tambe,,,,4,Rajkot,Saurashtra Cricket Association Stadium,6,Ajinkya Rahane,Gujarat Lions,,,21,,0,123.52,,Rising Pune Supergiant,lbw,
24,Murugan Ashwin,,,,1,Rajkot,Saurashtra Cricket Association Stadium,6,Suresh Raina,Rising Pune Supergiant,,,24,,0,100.00,MS Dhoni,Gujarat Lions,stemping,
,,,7,9.75,,Rajkot,Saurashtra Cricket Association Stadium,6,Ishant Sharma,Gujarat Lions,4,39,,,,,,Rising Pune Supergiant,,1
,,,10,7.75,,Rajkot,Saurashtra Cricket Association Stadium,6,Murugan Ashwin,Gujarat Lions,4,31,,,,,,Rising Pune Supergiant,,2
31,Dwayne Bravo,,,,2,Rajkot,Saurashtra Cricket Association Stadium,6,Kevin Pietersen,Gujarat Lions,,,37,,1,119.35,,Rising Pune Supergiant,bold,
36,Murugan Ashwin,Ishant Sharma,,,7,Rajkot,Saurashtra Cricket Association Stadium,6,Aaron Finch,Rising Pune Supergiant,,,50,,2,138.88,,Gujarat Lions,catch,
10,,,,,2,Rajkot,Saurashtra Cricket Association Stadium,6,MS Dhoni,Gujarat Lions,,,22,,1,220.00,,Rising Pune Supergiant,,
43,Pravin Tambe,,,,5,Rajkot,Saurashtra Cricket Association Stadium,6,Faf du Plessis,Gujarat Lions,,,69,,4,160.46,Dinesh Karthik,Rising Pune Supergiant,stemping,
6,Ravindra Jadeja,James Faulkner,,,0,Rajkot,Saurashtra Cricket Association Stadium,6,Steve Smith,Gujarat Lions,,,5,,0,83.33,,Rising Pune Supergiant,catch,
,,,13,6.50,,Rajkot,Saurashtra Cricket Association Stadium,6,Ravichandran Ashwin,Gujarat Lions,4,26,,,,,,Rising Pune Supergiant,,0
,,,5,10.00,,Rajkot,Saurashtra Cricket Association Stadium,6,Shadab Jakati,Rising Pune Supergiant,4,40,,,,,,Gujarat Lions,,0
,,,5,10.50,,Rajkot,Saurashtra Cricket Association Stadium,6,RP Singh,Gujarat Lions,2,21,,,,,,Rising Pune Supergiant,,0
,,,7,8.25,,Rajkot,Saurashtra Cricket Association Stadium,6,Pravin Tambe,Rising Pune Supergiant,4,33,,,,,,Gujarat Lions,,2
,,,6,6.00,,Rajkot,Saurashtra Cricket Association Stadium,6,Praveen Kumar,Rising Pune Supergiant,2,12,,,,,,Gujarat Lions,,0
8,,,14,4.50,0,Rajkot,Saurashtra Cricket Association Stadium,6,Ravindra Jadeja,Rising Pune Supergiant,4,18,4,,0,50.00,,Gujarat Lions,,2
31,Ishant Sharma,Faf du Plessis,,,3,Rajkot,Saurashtra Cricket Association Stadium,6,Brendon McCullum,Rising Pune Supergiant,,,49,,3,158.06,,Gujarat Lions,catch,
2,,,6,10.00,0,Rajkot,Saurashtra Cricket Association Stadium,6,Rajat Bhatia,Gujarat Lions,3,30,0,,0,0.00,,Rising Pune Supergiant,,0
,,,7,8.00,,Kolkata,Eden Gardens,5,Jasprit Bumrah,Kolkata Knight Riders,4,32,,,,,,Mumbai Indians,,0
5,,,,,0,Kolkata,Eden Gardens,5,Colin Munro,Mumbai Indians,,,4,Parthiv Patel,0,80.00,,Kolkata Knight Riders,runout,
1,,,,,0,Kolkata,Eden Gardens,5,Kieron Pollard,Kolkata Knight Riders,,,1,,0,100.00,,Mumbai Indians,,
,,,9,7.75,,Kolkata,Eden Gardens,5,John Hastings,Mumbai Indians,4,31,,,,,,Kolkata Knight Riders,,0
,,,8,7.75,,Kolkata,Eden Gardens,5,Harbhajan Singh,Kolkata Knight Riders,4,31,,,,,,Mumbai Indians,,1
8,Kuldeep Yadav,Colin Munro,8,6.25,0,Kolkata,Eden Gardens,5,Mitchell McClenaghan,Kolkata Knight Riders,4,25,20,,3,250.00,,Mumbai Indians,catch,2
52,Hardik Pandya,Parthiv Patel,,,4,Kolkata,Eden Gardens,5,Gautam Gambhir,Mumbai Indians,,,64,,1,123.07,,Kolkata Knight Riders,catch,
,,,8,10.75,,Kolkata,Eden Gardens,5,Tim Southee,Kolkata Knight Riders,4,43,,,,,,Mumbai Indians,,0
10,Piyush Chawla,Manish Pandey,1,11.00,0,Kolkata,Eden Gardens,5,Hardik Pandya,Kolkata Knight Riders,2,22,9,,0,90.00,,Mumbai Indians,catch,1
10,Mitchell McClenaghan,Kieron Pollard,,,1,Kolkata,Eden Gardens,5,Robin Uthappa,Mumbai Indians,,,8,,0,80.00,,Kolkata Knight Riders,catch,
29,Harbhajan Singh,&,,,3,Kolkata,Eden Gardens,5,Manish Pandey,Mumbai Indians,,,52,,3,179.31,,Kolkata Knight Riders,catch,
1,,,,,1,Kolkata,Eden Gardens,5,Suryakumar Yadav,Mumbai Indians,,,4,,0,400.00,,Kolkata Knight Riders,,
,,,10,9.25,,Kolkata,Eden Gardens,5,Brad Hogg,Mumbai Indians,4,37,,,,,,Kolkata Knight Riders,,0
,,,8,9.25,,Kolkata,Eden Gardens,5,Kuldeep Yadav,Mumbai Indians,4,37,,,,,,Kolkata Knight Riders,,1
22,Andre Russell,Suryakumar Yadav,,,3,Kolkata,Eden Gardens,5,Jos Buttler,Kolkata Knight Riders,,,41,,3,186.36,,Mumbai Indians,catch,
54,,,,,10,Kolkata,Eden Gardens,5,Rohit Sharma,Kolkata Knight Riders,,,84,,2,155.55,,Mumbai Indians,,
17,Mitchell McClenaghan,,8,13.00,1,Kolkata,Eden Gardens,5,Andre Russell,Mumbai Indians,4,52,36,,4,211.76,,Kolkata Knight Riders,bold,1
,,,0,15.50,,Kolkata,Eden Gardens,5,Jagadeesha Suchith,Kolkata Knight Riders,2,31,,,,,,Mumbai Indians,,0
20,,,,,4,Kolkata,Eden Gardens,5,Parthiv Patel,Kolkata Knight Riders,,,23,Brad Hogg,0,115.00,,Mumbai Indians,runout,
6,,,,,1,Kolkata,Eden Gardens,5,Yusuf Pathan,Mumbai Indians,,,9,,0,150.00,,Kolkata Knight Riders,,
,,,5,9.15,,Kolkata,Eden Gardens,5,Piyush Chawla,Mumbai Indians,3.1,29,,,,,,Kolkata Knight Riders,,1
9,Parveez Rasool,,,,1,Bengaluru,M. Chinnaswamy Stadium,4,Shikhar Dhawan,Royal Challengers Bangalore,,,8,,0,88.88,,Sunrisers Hyderabad,bold,
,,,7,9.69,,Bengaluru,M. Chinnaswamy Stadium,4,Ashish Nehra,Royal Challengers Bangalore,2.1,21,,,,,,Sunrisers Hyderabad,,0
,,,13,10.75,,Bengaluru,M. Chinnaswamy Stadium,4,Yuzvendra Chahal,Sunrisers Hyderabad,4,43,,,,,,Royal Challengers Bangalore,,2
18,Shane Watson,,2,13.63,2,Bengaluru,M. Chinnaswamy Stadium,4,Ashish Reddy,Royal Challengers Bangalore,1.5,25,32,,3,177.77,,Sunrisers Hyderabad,bold,0
,,,10,8.25,,Bengaluru,M. Chinnaswamy Stadium,4,Harshal Patel,Sunrisers Hyderabad,4,33,,,,,,Royal Challengers Bangalore,,0
17,,,5,14.25,3,Bengaluru,M. Chinnaswamy Stadium,4,Karn Sharma,Royal Challengers Bangalore,4,57,26,,1,152.94,,Sunrisers Hyderabad,,0
6,Yuzvendra Chahal,AB de Villiers,,,1,Bengaluru,M. Chinnaswamy Stadium,4,Deepak Hooda,Royal Challengers Bangalore,,,6,,0,100.00,,Sunrisers Hyderabad,catch,
23,Adam Milne,Parveez Rasool,5,10.25,2,Bengaluru,M. Chinnaswamy Stadium,4,Moises Henriques,Royal Challengers Bangalore,4,41,19,,0,82.60,,Sunrisers Hyderabad,catch,0
10,,,,,5,Bengaluru,M. Chinnaswamy Stadium,4,Sarfaraz Khan,Sunrisers Hyderabad,,,35,,2,350.00,,Royal Challengers Bangalore,,
,,,8,10.75,,Bengaluru,M. Chinnaswamy Stadium,4,Adam Milne,Sunrisers Hyderabad,4,43,,,,,,Royal Challengers Bangalore,,1
4,Yuzvendra Chahal,AB de Villiers,,,0,Bengaluru,M. Chinnaswamy Stadium,4,Naman Ojha,Royal Challengers Bangalore,,,0,,0,0.00,,Sunrisers Hyderabad,catch,
42,Mustafizur Rahman,Eoin Morgan,,,7,Bengaluru,M. Chinnaswamy Stadium,4,AB de Villiers,Sunrisers Hyderabad,,,82,,6,195.23,,Royal Challengers Bangalore,catch,
51,Bhuvneshwar Kumar,,,,7,Bengaluru,M. Chinnaswamy Stadium,4,Virat Kohli,Sunrisers Hyderabad,,,75,,3,147.05,,Royal Challengers Bangalore,bold,
25,Shane Watson,Adam Milne,,,4,Bengaluru,M. Chinnaswamy Stadium,4,David Warner,Royal Challengers Bangalore,,,58,,5,232.00,,Sunrisers Hyderabad,catch,
,,,11,6.50,,Bengaluru,M. Chinnaswamy Stadium,4,Mustafizur Rahman,Royal Challengers Bangalore,4,26,,,,,,Sunrisers Hyderabad,,2
,,,7,13.75,,Bengaluru,M. Chinnaswamy Stadium,4,Bhuvneshwar Kumar,Royal Challengers Bangalore,4,55,,,,,,Sunrisers Hyderabad,,2
4,Bhuvneshwar Kumar,,,,0,Bengaluru,M. Chinnaswamy Stadium,4,Chris Gayle,Sunrisers Hyderabad,,,1,,0,25.00,,Royal Challengers Bangalore,bold,
18,,,,,2,Bengaluru,M. Chinnaswamy Stadium,4,Eoin Morgan,Royal Challengers Bangalore,,,22,,0,122.22,,Sunrisers Hyderabad,,
,,,9,7.75,,Bengaluru,M. Chinnaswamy Stadium,4,Parveez Rasool,Sunrisers Hyderabad,4,31,,,,,,Royal Challengers Bangalore,,1
6,,,,,1,Bengaluru,M. Chinnaswamy Stadium,4,Kedar Jadhav,Sunrisers Hyderabad,,,8,,0,133.33,,Royal Challengers Bangalore,,
8,Mustafizur Rahman,Naman Ojha,9,7.50,0,Bengaluru,M. Chinnaswamy Stadium,4,Shane Watson,Sunrisers Hyderabad,4,30,19,,3,237.50,,Royal Challengers Bangalore,catch,2
9,Marcus Stoinis,Mitchell Johnson,,,1,Mohali,IS Bindra Stadium,3,Suresh Raina,Kings XI Punjab,,,20,,2,222.22,,Gujarat Lions,catch,
26,,,,,7,Mohali,IS Bindra Stadium,3,Dinesh Karthik,Kings XI Punjab,,,41,,0,157.69,,Gujarat Lions,,
25,Dwayne Bravo,Ravindra Jadeja,,,0,Mohali,IS Bindra Stadium,3,Wriddhiman Saha,Gujarat Lions,,,20,,0,80.00,,Kings XI Punjab,catch,
8,Mitchell Johnson,Mohit Sharma,,,2,Mohali,IS Bindra Stadium,3,Ishan Kishan,Kings XI Punjab,,,11,,0,137.50,,Gujarat Lions,catch,
2,Sandeep Sharma,,,,0,Mohali,IS Bindra Stadium,3,Brendon McCullum,Kings XI Punjab,,,0,,0,0.00,Wriddhiman Saha,Gujarat Lions,stemping,
,,,8,7.00,,Mohali,IS Bindra Stadium,3,Sandeep Sharma,Gujarat Lions,3,21,,,,,,Kings XI Punjab,,1
,,,7,9.75,,Mohali,IS Bindra Stadium,3,James Faulkner,Kings XI Punjab,4,39,,,,,,Gujarat Lions,,0
2,,,2,8.50,0,Mohali,IS Bindra Stadium,3,Axar Patel,Gujarat Lions,2,17,4,,0,200.00,,Kings XI Punjab,,0
12,,,10,7.50,0,Mohali,IS Bindra Stadium,3,Ravindra Jadeja,Kings XI Punjab,4,30,8,Mitchell Johnson,0,66.66,,Gujarat Lions,runout,2
22,Dwayne Bravo,Aaron Finch,2,13.50,4,Mohali,IS Bindra Stadium,3,Marcus Stoinis,Gujarat Lions,2,27,33,,0,150.00,,Kings XI Punjab,catch,1
2,,,9,5.50,0,Mohali,IS Bindra Stadium,3,Dwayne Bravo,Kings XI Punjab,4,22,2,,0,100.00,,Gujarat Lions,,4
4,Dwayne Bravo,,,,0,Mohali,IS Bindra Stadium,3,Glenn Maxwell,Gujarat Lions,,,2,,0,50.00,,Kings XI Punjab,bold,
23,Ravindra Jadeja,Dinesh Karthik,,,4,Mohali,IS Bindra Stadium,3,Manan Vohra,Gujarat Lions,,,38,,2,165.21,,Kings XI Punjab,catch,
10,Dwayne Bravo,,,,1,Mohali,IS Bindra Stadium,3,David Miller,Gujarat Lions,,,15,,1,150.00,,Kings XI Punjab,bold,
34,Ravindra Jadeja,,,,5,Mohali,IS Bindra Stadium,3,Murali Vijay,Gujarat Lions,,,42,,1,123.52,,Kings XI Punjab,bold,
,,,6,10.50,,Mohali,IS Bindra Stadium,3,Pradeep Sangwan,Kings XI Punjab,2,21,,,,,,Gujarat Lions,,0
,,,3,10.50,,Mohali,IS Bindra Stadium,3,Sarabjit Ladda,Kings XI Punjab,2,21,,,,,,Gujarat Lions,,0
47,Pradeep Sahu,,,,12,Mohali,IS Bindra Stadium,3,Aaron Finch,Kings XI Punjab,,,74,,0,157.44,Wriddhiman Saha,Gujarat Lions,stemping,
,,,6,8.75,,Mohali,IS Bindra Stadium,3,Pradeep Sahu,Gujarat Lions,4,35,,,,,,Kings XI Punjab,,1
0,,,10,8.75,0,Mohali,IS Bindra Stadium,3,Mitchell Johnson,Gujarat Lions,4,35,0,,0,0.00,,Kings XI Punjab,,1
,,,5,9.00,,Mohali,IS Bindra Stadium,3,Mohit Sharma,Gujarat Lions,2.4,24,,,,,,Kings XI Punjab,,0
,,,7,6.25,,Mohali,IS Bindra Stadium,3,Praveen Kumar,Kings XI Punjab,4,25,,,,,,Gujarat Lions,,0
11,,,13,8.00,1,Kolkata,Eden Gardens,2,Nathan Coulter-Nile,Kolkata Knight Riders,4,32,7,,0,63.63,,Delhi Daredevils,,0
,,,4,7.00,,Kolkata,Eden Gardens,2,Colin Munro,Delhi Daredevils,1,7,,,,,,Kolkata Knight Riders,,0
,,,8,8.00,,Kolkata,Eden Gardens,2,Andre Russell,Delhi Daredevils,3,24,,,,,,Kolkata Knight Riders,,3
8,John Hastings,Manish Pandey,,,0,Kolkata,Eden Gardens,2,Karun Nair,Kolkata Knight Riders,,,3,,0,37.50,,Delhi Daredevils,catch,
4,Piyush Chawla,,7,4.50,0,Kolkata,Eden Gardens,2,Carlos Brathwaite,Kolkata Knight Riders,2,9,6,,1,150.00,,Delhi Daredevils,lbw,0
,,,16,4.75,,Kolkata,Eden Gardens,2,Brad Hogg,Delhi Daredevils,4,19,,,,,,Kolkata Knight Riders,,3
11,Andre Russell,Brad Hogg,,,1,Kolkata,Eden Gardens,2,Mayank Agarwal,Kolkata Knight Riders,,,9,,0,81.81,,Delhi Daredevils,catch,
33,Amit Mishra,Chris Morris,,,7,Kolkata,Eden Gardens,2,Robin Uthappa,Delhi Daredevils,,,35,,0,106.06,,Kolkata Knight Riders,catch,
,,,13,2.25,,Kolkata,Eden Gardens,2,John Hastings,Delhi Daredevils,2.4,6,,,,,,Kolkata Knight Riders,,2
12,,,,,3,Kolkata,Eden Gardens,2,Manish Pandey,Delhi Daredevils,,,15,,0,125.00,,Kolkata Knight Riders,,
19,Brad Hogg,,,,0,Kolkata,Eden Gardens,2,Pawan Negi,Kolkata Knight Riders,,,11,,1,57.89,Robin Uthappa,Delhi Daredevils,stemping,
41,,,,,5,Kolkata,Eden Gardens,2,Gautam Gambhir,Delhi Daredevils,,,38,,0,92.68,,Kolkata Knight Riders,,
9,Brad Hogg,Gautam Gambhir,6,5.50,0,Kolkata,Eden Gardens,2,Amit Mishra,Kolkata Knight Riders,2,11,3,,0,33.33,,Delhi Daredevils,catch,1
,,,9,7.00,,Kolkata,Eden Gardens,2,Umesh Yadav,Delhi Daredevils,3,21,,,,,,Kolkata Knight Riders,,0
3,Andre Russell,,,,0,Kolkata,Eden Gardens,2,Shreyas Iyer,Kolkata Knight Riders,,,0,,0,0.00,,Delhi Daredevils,lbw,
13,Brad Hogg,Robin Uthappa,,,2,Kolkata,Eden Gardens,2,Sanju Samson,Kolkata Knight Riders,,,15,,0,115.38,,Delhi Daredevils,catch,
10,Andre Russell,Yusuf Pathan,,,1,Kolkata,Eden Gardens,2,Quinton de Kock,Kolkata Knight Riders,,,17,,1,170.00,,Delhi Daredevils,catch,
9,Piyush Chawla,,13,5.25,2,Kolkata,Eden Gardens,2,Chris Morris,Kolkata Knight Riders,4,21,11,,0,122.22,,Delhi Daredevils,bold,0
9,John Hastings,Manish Pandey,4,11.07,1,Kolkata,Eden Gardens,2,Zaheer Khan,Kolkata Knight Riders,2.1,24,4,,0,44.44,,Delhi Daredevils,catch,0
,,,16,5.25,,Kolkata,Eden Gardens,2,Piyush Chawla,Delhi Daredevils,4,21,,,,,,Kolkata Knight Riders,,2
2,Mitchell Marsh,Ravichandran Ashwin,,,0,Mumbai,Wankhede Stadium,1,Jos Buttler,Rising Pune Supergiant,,,0,,0,0.00,,Mumbai Indians,catch,
8,Rajat Bhatia,,,,0,Mumbai,Wankhede Stadium,1,Kieron Pollard,Rising Pune Supergiant,,,1,,0,12.50,,Mumbai Indians,lbw,
,,,13,5.25,,Mumbai,Wankhede Stadium,1,Mitchell Marsh,Mumbai Indians,4,21,,,,,,Rising Pune Supergiant,,2
42,,,,,7,Mumbai,Wankhede Stadium,1,Ajinkya Rahane,Mumbai Indians,,,66,,3,157.14,,Rising Pune Supergiant,,
2,,,10,9.00,0,Mumbai,Wankhede Stadium,1,Mitchell McClenaghan,Rising Pune Supergiant,3,27,2,,0,100.00,,Mumbai Indians,,0
,,,15,9.00,,Mumbai,Wankhede Stadium,1,Ishant Sharma,Mumbai Indians,4,36,,,,,,Rising Pune Supergiant,,2
,,,13,4.00,,Mumbai,Wankhede Stadium,1,Murugan Ashwin,Mumbai Indians,4,16,,,,,,Rising Pune Supergiant,,1
11,Mitchell Marsh,MS Dhoni,2,18.00,2,Mumbai,Wankhede Stadium,1,Hardik Pandya,Rising Pune Supergiant,0.4,12,9,,0,81.81,,Mumbai Indians,catch,0
,,,10,10.00,,Mumbai,Wankhede Stadium,1,Jasprit Bumrah,Rising Pune Supergiant,3,30,,,,,,Mumbai Indians,,0
14,,,,,0,Mumbai,Wankhede Stadium,1,Kevin Pietersen,Mumbai Indians,,,21,,2,150.00,,Rising Pune Supergiant,,
30,,,6,8.00,7,Mumbai,Wankhede Stadium,1,Harbhajan Singh,Rising Pune Supergiant,3,24,45,,1,150.00,,Mumbai Indians,,1
8,Ishant Sharma,,,,0,Mumbai,Wankhede Stadium,1,Lendl Simmons,Rising Pune Supergiant,,,8,,1,100.00,,Mumbai Indians,bold,
33,Harbhajan Singh,,,,1,Mumbai,Wankhede Stadium,1,Faf du Plessis,Mumbai Indians,,,34,,3,103.03,,Rising Pune Supergiant,bold,
,,,2,7.00,,Mumbai,Wankhede Stadium,1,Ravichandran Ashwin,Mumbai Indians,1,7,,,,,,Rising Pune Supergiant,,1
16,Murugan Ashwin,Ajinkya Rahane,5,6.00,0,Mumbai,Wankhede Stadium,1,Shreyas Gopal,Rising Pune Supergiant,3,18,2,,0,12.50,,Mumbai Indians,catch,0
,,,7,10.00,,Mumbai,Wankhede Stadium,1,RP Singh,Mumbai Indians,3,30,,,,,,Rising Pune Supergiant,,1
5,Ishant Sharma,,,,1,Mumbai,Wankhede Stadium,1,Rohit Sharma,Rising Pune Supergiant,,,7,,0,140.00,,Mumbai Indians,lbw,
,,,17,2.50,,Mumbai,Wankhede Stadium,1,Rajat Bhatia,Mumbai Indians,4,10,,,,,,Rising Pune Supergiant,,1
11,RP Singh,Steve Smith,6,7.00,0,Mumbai,Wankhede Stadium,1,Vinay Kumar,Rising Pune Supergiant,2,14,12,,1,109.09,,Mumbai Indians,catch,0
27,Ravichandran Ashwin,Faf du Plessis,,,2,Mumbai,Wankhede Stadium,1,Ambati Rayudu,Rising Pune Supergiant,,,22,,0,81.48,,Mumbai Indians,catch,
