ball_faced,bowled_by,catched_by,dot_balls,economy,four,ground_city,ground_name,match_no,name,opposite_team_name,over,run_gave,run_scored,runout_by,six,strike_rate,stumped_by,team_name,wicket,wicket_taken
6,Ashish Nehra,,,,2,Bengaluru,M. Chinnaswamy Stadium,53,AB de Villiers,Chennai Super Kings,,,10,,0,166.66,,Royal Challengers Bangalore,bold,
,,,8,9.66,,Bengaluru,M. Chinnaswamy Stadium,53,Samuel Badree,Royal Challengers Bangalore,3,29,,,,,,Chennai Super Kings,,0
,,,8,6.00,,Bengaluru,M. Chinnaswamy Stadium,53,Yuzvendra Chahal,Chennai Super Kings,4,24,,,,,,Royal Challengers Bangalore,,0
,,,9,8.25,,Bengaluru,M. Chinnaswamy Stadium,53,Ravichandran Ashwin,Royal Challengers Bangalore,4,33,,,,,,Chennai Super Kings,,1
12,Mohit Sharma,,,,0,Bengaluru,M. Chinnaswamy Stadium,53,Vijay Zol,Chennai Super Kings,,,13,,1,108.33,,Royal Challengers Bangalore,bold,
18,Axar Patel,,,,2,Mohali,IS Bindra Stadium,52,Brad Hodge,Kings XI Punjab,,,31,,2,172.22,Wriddhiman Saha,Rajasthan Royals,stemping,
20,Rahul Tewatia,Ajinkya Rahane,,,4,Mohali,IS Bindra Stadium,52,Wriddhiman Saha,Rajasthan Royals,,,27,,0,135.00,,Kings XI Punjab,catch,
29,Karanveer Singh,,,,2,Mohali,IS Bindra Stadium,52,Sanju Samson,Kings XI Punjab,,,30,,1,103.44,Wriddhiman Saha,Rajasthan Royals,stemping,
,,,12,4.00,,Mohali,IS Bindra Stadium,52,Karanveer Singh,Rajasthan Royals,4,16,,,,,,Kings XI Punjab,,2
13,Axar Patel,Karanveer Singh,10,6.00,0,Mohali,IS Bindra Stadium,52,Rahul Tewatia,Kings XI Punjab,4,24,16,,1,123.07,,Rajasthan Royals,catch,1
,,,5,9.00,,Mohali,IS Bindra Stadium,52,Pravin Tambe,Kings XI Punjab,4,36,,,,,,Rajasthan Royals,,0
10,Karanveer Singh,Shaun Marsh,,,0,Mohali,IS Bindra Stadium,52,Stuart Binny,Kings XI Punjab,,,7,,0,70.00,,Rajasthan Royals,catch,
2,Axar Patel,Shaun Marsh,9,6.25,0,Mohali,IS Bindra Stadium,52,Kevon Cooper,Kings XI Punjab,4,25,2,,0,100.00,,Rajasthan Royals,catch,0
2,,,7,9.66,0,Mohali,IS Bindra Stadium,52,Vikramjeet Malik,Kings XI Punjab,3,29,1,,0,50.00,,Rajasthan Royals,,1
13,,,5,13.00,1,Mohali,IS Bindra Stadium,52,James Faulkner,Kings XI Punjab,3,39,35,,4,269.23,,Rajasthan Royals,,1
,,,8,6.00,,Mohali,IS Bindra Stadium,52,Axar Patel,Rajasthan Royals,4,24,,,,,,Kings XI Punjab,,3
8,James Faulkner,Vikramjeet Malik,,,3,Mohali,IS Bindra Stadium,52,Virender Sehwag,Rajasthan Royals,,,18,,1,225.00,,Kings XI Punjab,catch,
35,Vikramjeet Malik,Ajinkya Rahane,,,5,Mohali,IS Bindra Stadium,52,Shaun Marsh,Rajasthan Royals,,,40,,1,114.28,,Kings XI Punjab,catch,
,,,10,9.25,,Mohali,IS Bindra Stadium,52,Lakshmipathy Balaji,Rajasthan Royals,4,37,,,,,,Kings XI Punjab,,1
,,,6,14.25,,Mohali,IS Bindra Stadium,52,Beuran Hendricks,Rajasthan Royals,4,57,,,,,,Kings XI Punjab,,0
,,,11,6.25,,Mohali,IS Bindra Stadium,52,Rishi Dhawan,Rajasthan Royals,4,25,,,,,,Kings XI Punjab,,2
20,,,,,0,Mohali,IS Bindra Stadium,52,David Miller,Rajasthan Royals,,,29,,2,145.00,,Kings XI Punjab,,
20,,,,,3,Mohali,IS Bindra Stadium,52,Manan Vohra,Rajasthan Royals,,,25,Stuart Binny,1,125.00,,Kings XI Punjab,runout,
26,Rishi Dhawan,,,,2,Mohali,IS Bindra Stadium,52,Ajinkya Rahane,Kings XI Punjab,,,23,,0,88.46,,Rajasthan Royals,bold,
6,Lakshmipathy Balaji,George Bailey,,,2,Mohali,IS Bindra Stadium,52,Karun Nair,Kings XI Punjab,,,11,,0,183.33,,Rajasthan Royals,catch,
18,,,,,1,Mohali,IS Bindra Stadium,52,George Bailey,Rajasthan Royals,,,26,,1,144.44,,Kings XI Punjab,,
1,Rishi Dhawan,,8,8.00,0,Mohali,IS Bindra Stadium,52,Shane Watson,Kings XI Punjab,2,16,0,,0,0.00,,Rajasthan Royals,bold,0
13,Marchant de Lange,,,,1,Mumbai,Wankhede Stadium,51,Dinesh Karthik,Mumbai Indians,,,7,,0,53.84,,Delhi Daredevils,bold,
31,Marchant de Lange,Michael Hussey,,,5,Mumbai,Wankhede Stadium,51,Manoj Tiwary,Mumbai Indians,,,41,,1,132.25,,Delhi Daredevils,catch,
3,Wayne Parnell,Murali Vijay,10,7.50,0,Mumbai,Wankhede Stadium,51,Harbhajan Singh,Delhi Daredevils,4,30,2,,0,66.66,,Mumbai Indians,catch,1
2,Imran Tahir,Dinesh Karthik,8,8.00,0,Mumbai,Wankhede Stadium,51,Marchant de Lange,Delhi Daredevils,4,32,1,,0,50.00,,Mumbai Indians,catch,2
,,,5,7.00,,Mumbai,Wankhede Stadium,51,Shahbaz Nadeem,Mumbai Indians,4,28,,,,,,Delhi Daredevils,,1
,,,3,12.00,,Mumbai,Wankhede Stadium,51,Jaydev Unadkat,Mumbai Indians,2,24,,,,,,Delhi Daredevils,,2
12,Shreyas Gopal,,,,0,Mumbai,Wankhede Stadium,51,Murali Vijay,Mumbai Indians,,,8,,0,66.66,Aditya Tare,Delhi Daredevils,stemping,
25,Imran Tahir,Wayne Parnell,,,5,Mumbai,Wankhede Stadium,51,Lendl Simmons,Delhi Daredevils,,,35,,0,140.00,,Mumbai Indians,catch,
29,,,7,7.75,0,Mumbai,Wankhede Stadium,51,JP Duminy,Mumbai Indians,4,31,45,,4,155.17,,Delhi Daredevils,,0
,,,6,9.25,,Mumbai,Wankhede Stadium,51,Imran Tahir,Mumbai Indians,4,37,,,,,,Delhi Daredevils,,3
8,Jaydev Unadkat,Dinesh Karthik,2,4.00,0,Mumbai,Wankhede Stadium,51,Kieron Pollard,Delhi Daredevils,1,4,11,,1,137.50,,Mumbai Indians,catch,0
,,,4,10.50,,Mumbai,Wankhede Stadium,51,Siddarth Kaul,Mumbai Indians,2,21,,,,,,Delhi Daredevils,,0
2,,,6,8.25,0,Mumbai,Wankhede Stadium,51,Pragyan Ojha,Delhi Daredevils,4,33,2,Manoj Tiwary,0,100.00,,Mumbai Indians,runout,0
33,,,,,7,Mumbai,Wankhede Stadium,51,Michael Hussey,Delhi Daredevils,,,56,Dinesh Karthik,2,169.69,,Mumbai Indians,runout,
31,Harbhajan Singh,,,,6,Mumbai,Wankhede Stadium,51,Kevin Pietersen,Mumbai Indians,,,44,,1,141.93,,Delhi Daredevils,bold,
8,Imran Tahir,Kedar Jadhav,,,3,Mumbai,Wankhede Stadium,51,Aditya Tare,Delhi Daredevils,,,14,,0,175.00,,Mumbai Indians,catch,
5,,,,,1,Mumbai,Wankhede Stadium,51,Kedar Jadhav,Mumbai Indians,,,7,,0,140.00,,Delhi Daredevils,,
3,Shahbaz Nadeem,Murali Vijay,,,0,Mumbai,Wankhede Stadium,51,Ambati Rayudu,Delhi Daredevils,,,2,,0,66.66,,Mumbai Indians,catch,
2,,,9,9.00,0,Mumbai,Wankhede Stadium,51,Jasprit Bumrah,Delhi Daredevils,4,36,0,,0,0.00,,Mumbai Indians,,0
,,,9,7.42,,Mumbai,Wankhede Stadium,51,Wayne Parnell,Mumbai Indians,3.3,26,,,,,,Delhi Daredevils,,1
10,,,9,6.66,1,Mumbai,Wankhede Stadium,51,Shreyas Gopal,Delhi Daredevils,3,20,11,Dinesh Karthik,0,110.00,,Mumbai Indians,runout,1
21,Jaydev Unadkat,,,,4,Mumbai,Wankhede Stadium,51,Rohit Sharma,Delhi Daredevils,,,30,,0,142.85,,Mumbai Indians,bold,
49,,,,,4,Ranchi,JSCA International Cricket Stadium,50,Shikhar Dhawan,Chennai Super Kings,,,64,,2,130.61,,Sunrisers Hyderabad,,
3,,,,,0,Ranchi,JSCA International Cricket Stadium,50,Aaron Finch,Chennai Super Kings,,,7,Suresh Raina/Pawan Negi,1,233.33,,Sunrisers Hyderabad,runout,
,,,5,11.00,,Ranchi,JSCA International Cricket Stadium,50,Mohit Sharma,Sunrisers Hyderabad,3,33,,,,,,Chennai Super Kings,,0
7,Karn Sharma,Aaron Finch,5,8.50,0,Ranchi,JSCA International Cricket Stadium,50,Suresh Raina,Sunrisers Hyderabad,2,17,4,,0,57.14,,Chennai Super Kings,catch,1
,,,13,4.75,,Ranchi,JSCA International Cricket Stadium,50,Karn Sharma,Chennai Super Kings,4,19,,,,,,Sunrisers Hyderabad,,2
,,,5,11.33,,Ranchi,JSCA International Cricket Stadium,50,Irfan Pathan,Chennai Super Kings,3,34,,,,,,Sunrisers Hyderabad,,0
18,Suresh Raina,Pawan Negi,,,0,Ranchi,JSCA International Cricket Stadium,50,Naman Ojha,Chennai Super Kings,,,19,,1,105.55,,Sunrisers Hyderabad,catch,
,,,5,8.75,,Ranchi,JSCA International Cricket Stadium,50,Parveez Rasool,Chennai Super Kings,4,35,,,,,,Sunrisers Hyderabad,,0
,,,4,9.50,,Ranchi,JSCA International Cricket Stadium,50,Pawan Negi,Sunrisers Hyderabad,4,38,,,,,,Chennai Super Kings,,0
28,Karn Sharma,,,,4,Ranchi,JSCA International Cricket Stadium,50,Dwayne Smith,Sunrisers Hyderabad,,,47,,4,167.85,,Chennai Super Kings,lbw,
41,,,,,2,Ranchi,JSCA International Cricket Stadium,50,MS Dhoni,Sunrisers Hyderabad,,,57,,4,139.02,,Chennai Super Kings,,
11,,,,,4,Ranchi,JSCA International Cricket Stadium,50,Faf du Plessis,Sunrisers Hyderabad,,,19,Karn Sharma,0,172.72,,Chennai Super Kings,runout,
1,,,,,1,Ranchi,JSCA International Cricket Stadium,50,Venugopal Rao,Chennai Super Kings,,,4,,0,400.00,,Sunrisers Hyderabad,,
45,John Hastings,,,,12,Ranchi,JSCA International Cricket Stadium,50,David Warner,Chennai Super Kings,,,90,,3,200.00,,Sunrisers Hyderabad,bold,
,,,6,7.25,,Ranchi,JSCA International Cricket Stadium,50,Ravichandran Ashwin,Sunrisers Hyderabad,4,29,,,,,,Chennai Super Kings,,0
,,,8,9.00,,Ranchi,JSCA International Cricket Stadium,50,Bhuvneshwar Kumar,Chennai Super Kings,4,36,,,,,,Sunrisers Hyderabad,,0
,,,11,10.75,,Ranchi,JSCA International Cricket Stadium,50,Dale Steyn,Chennai Super Kings,4,43,,,,,,Sunrisers Hyderabad,,0
33,,,,,5,Ranchi,JSCA International Cricket Stadium,50,David Hussey,Sunrisers Hyderabad,,,50,,2,151.51,,Chennai Super Kings,,
3,Ravindra Jadeja,Faf du Plessis,2,11.00,0,Ranchi,JSCA International Cricket Stadium,50,Darren Sammy,Chennai Super Kings,1,11,0,,0,0.00,,Sunrisers Hyderabad,catch,0
,,,5,11.45,,Ranchi,JSCA International Cricket Stadium,50,Ravindra Jadeja,Sunrisers Hyderabad,3.4,42,,,,,,Chennai Super Kings,,1
,,,9,9.66,,Ranchi,JSCA International Cricket Stadium,50,John Hastings,Sunrisers Hyderabad,3,29,,,,,,Chennai Super Kings,,1
36,Sunil Narine,,,,5,Kolkata,Eden Gardens,49,Yogesh Takawale,Kolkata Knight Riders,,,45,,1,125.00,,Royal Challengers Bangalore,bold,
,,,15,5.25,,Kolkata,Eden Gardens,49,Morne Morkel,Royal Challengers Bangalore,4,21,,,,,,Kolkata Knight Riders,,0
4,Mitchell Starc,Yogesh Takawale,,,1,Kolkata,Eden Gardens,49,Gautam Gambhir,Royal Challengers Bangalore,,,4,,0,100.00,,Kolkata Knight Riders,catch,
31,Sunil Narine,Morne Morkel,,,3,Kolkata,Eden Gardens,49,Virat Kohli,Kolkata Knight Riders,,,38,,1,122.58,,Royal Challengers Bangalore,catch,
,,,4,11.00,,Kolkata,Eden Gardens,49,Vinay Kumar,Royal Challengers Bangalore,4,44,,,,,,Kolkata Knight Riders,,0
,,,,,,Kolkata,Eden Gardens,49,Manish Pandey,Royal Challengers Bangalore,,,,,,,,Kolkata Knight Riders,catch,
,,,8,11.25,,Kolkata,Eden Gardens,49,Umesh Yadav,Royal Challengers Bangalore,4,45,,,,,,Kolkata Knight Riders,,1
8,,,,,1,Kolkata,Eden Gardens,49,Mitchell Starc,Kolkata Knight Riders,,,12,,0,150.00,,Royal Challengers Bangalore,,
12,,,,,2,Kolkata,Eden Gardens,49,Sachin Rana,Kolkata Knight Riders,,,19,,0,158.33,,Royal Challengers Bangalore,,
12,Sunil Narine,Vinay Kumar,,,1,Kolkata,Eden Gardens,49,Yuvraj Singh,Kolkata Knight Riders,,,22,,2,183.33,,Royal Challengers Bangalore,catch,
,,,5,6.75,,Kolkata,Eden Gardens,49,Shakib Al Hasan,Royal Challengers Bangalore,4,27,,,,,,Kolkata Knight Riders,,0
9,Umesh Yadav,,,,1,Kolkata,Eden Gardens,49,Chris Gayle,Kolkata Knight Riders,,,6,,0,66.66,,Royal Challengers Bangalore,lbw,
13,Sunil Narine,,,,1,Kolkata,Eden Gardens,49,AB de Villiers,Kolkata Knight Riders,,,13,,0,100.00,,Royal Challengers Bangalore,bold,
,,,10,5.00,,Kolkata,Eden Gardens,49,Sunil Narine,Royal Challengers Bangalore,4,20,,,,,,Kolkata Knight Riders,,4
51,,,,,10,Kolkata,Eden Gardens,49,Robin Uthappa,Royal Challengers Bangalore,,,83,,1,162.74,,Kolkata Knight Riders,,
,,,9,7.75,,Mohali,IS Bindra Stadium,48,Jasprit Bumrah,Kings XI Punjab,4,31,,,,,,Mumbai Indians,,2
17,Krishmar Santokie,Kieron Pollard,,,2,Mohali,IS Bindra Stadium,48,Shaun Marsh,Mumbai Indians,,,30,,2,176.47,,Kings XI Punjab,catch,
6,,,,,0,Mohali,IS Bindra Stadium,48,Kieron Pollard,Kings XI Punjab,,,8,,1,133.33,,Mumbai Indians,,
30,Jasprit Bumrah,Ambati Rayudu,,,2,Mohali,IS Bindra Stadium,48,George Bailey,Mumbai Indians,,,39,,2,130.00,,Kings XI Punjab,catch,
,,,13,7.00,,Mohali,IS Bindra Stadium,48,Pragyan Ojha,Kings XI Punjab,4,28,,,,,,Mumbai Indians,,0
14,Rishi Dhawan,Virender Sehwag,,,0,Mohali,IS Bindra Stadium,48,Ambati Rayudu,Kings XI Punjab,,,17,,0,121.42,,Mumbai Indians,catch,
13,Axar Patel,,,,0,Mohali,IS Bindra Stadium,48,Michael Hussey,Kings XI Punjab,,,6,,0,46.15,,Mumbai Indians,bold,
,,,9,8.00,,Mohali,IS Bindra Stadium,48,Shreyas Gopal,Kings XI Punjab,4,32,,,,,,Mumbai Indians,,2
,,,5,12.33,,Mohali,IS Bindra Stadium,48,Sandeep Sharma,Mumbai Indians,3,37,,,,,,Kings XI Punjab,,0
34,Shreyas Gopal,,,,4,Mohali,IS Bindra Stadium,48,Manan Vohra,Mumbai Indians,,,36,,1,105.88,,Kings XI Punjab,bold,
8,,,,,0,Mohali,IS Bindra Stadium,48,Wriddhiman Saha,Mumbai Indians,,,3,Ambati Rayudu,0,37.50,,Kings XI Punjab,runout,
61,,,,,14,Mohali,IS Bindra Stadium,48,Lendl Simmons,Kings XI Punjab,,,100,,2,163.93,,Mumbai Indians,,
1,Jasprit Bumrah,,10,8.25,0,Mohali,IS Bindra Stadium,48,Beuran Hendricks,Mumbai Indians,4,33,0,,0,0.00,,Kings XI Punjab,bold,1
6,Praveen Kumar,Rohit Sharma,11,6.75,1,Mohali,IS Bindra Stadium,48,Axar Patel,Mumbai Indians,4,27,6,,0,100.00,,Kings XI Punjab,catch,1
11,,,,,1,Mohali,IS Bindra Stadium,48,Virender Sehwag,Mumbai Indians,,,17,Praveen Kumar,2,154.54,,Kings XI Punjab,runout,
3,Shreyas Gopal,&,,,0,Mohali,IS Bindra Stadium,48,Glenn Maxwell,Mumbai Indians,,,2,,0,66.66,,Kings XI Punjab,catch,
1,,,6,8.00,0,Mohali,IS Bindra Stadium,48,Shivam Sharma,Mumbai Indians,4,32,1,,0,100.00,,Kings XI Punjab,,0
9,,,6,7.50,2,Mohali,IS Bindra Stadium,48,Rishi Dhawan,Mumbai Indians,4,30,14,,0,155.55,,Kings XI Punjab,,1
20,Beuran Hendricks,Sandeep Sharma,,,2,Mohali,IS Bindra Stadium,48,Rohit Sharma,Kings XI Punjab,,,18,,0,90.00,,Mumbai Indians,catch,
,,,16,5.00,,Mohali,IS Bindra Stadium,48,Praveen Kumar,Kings XI Punjab,4,20,,,,,,Mumbai Indians,,1
,,,9,10.00,,Mohali,IS Bindra Stadium,48,Krishmar Santokie,Kings XI Punjab,4,40,,,,,,Mumbai Indians,,1
,,,5,10.50,,Kolkata,Eden Gardens,47,Piyush Chawla,Chennai Super Kings,4,42,,,,,,Kolkata Knight Riders,,1
52,Piyush Chawla,Ryan ten Doeschate,0,9.00,3,Kolkata,Eden Gardens,47,Suresh Raina,Kolkata Knight Riders,1,9,65,,5,125.00,,Chennai Super Kings,catch,0
20,,,,,2,Kolkata,Eden Gardens,47,Faf du Plessis,Kolkata Knight Riders,,,23,Piyush Chawla,0,115.00,,Chennai Super Kings,runout,
39,Ravindra Jadeja,Faf du Plessis,,,10,Kolkata,Eden Gardens,47,Robin Uthappa,Chennai Super Kings,,,67,,1,171.79,,Kolkata Knight Riders,catch,
6,Pat Cummins,,,,1,Kolkata,Eden Gardens,47,Dwayne Smith,Kolkata Knight Riders,,,5,,0,83.33,,Chennai Super Kings,bold,
28,,,,,0,Kolkata,Eden Gardens,47,Manish Pandey,Chennai Super Kings,,,18,,0,64.28,,Kolkata Knight Riders,,
,,,9,7.75,,Kolkata,Eden Gardens,47,Ishwar Pandey,Kolkata Knight Riders,4,31,,,,,,Chennai Super Kings,,1
15,,,,,1,Kolkata,Eden Gardens,47,MS Dhoni,Kolkata Knight Riders,,,21,,1,140.00,,Chennai Super Kings,,
20,Ishwar Pandey,,,,3,Kolkata,Eden Gardens,47,Gautam Gambhir,Chennai Super Kings,,,21,,0,105.00,,Kolkata Knight Riders,bold,
,,,4,12.66,,Kolkata,Eden Gardens,47,Ben Hilfenhaus,Kolkata Knight Riders,3,38,,,,,,Chennai Super Kings,,0
21,,,9,7.50,6,Kolkata,Eden Gardens,47,Shakib Al Hasan,Chennai Super Kings,4,30,46,,2,219.04,,Kolkata Knight Riders,,0
,,,12,7.25,,Kolkata,Eden Gardens,47,Pat Cummins,Chennai Super Kings,4,29,,,,,,Kolkata Knight Riders,,1
,,,7,7.25,,Kolkata,Eden Gardens,47,Umesh Yadav,Chennai Super Kings,4,29,,,,,,Kolkata Knight Riders,,0
,,,11,6.00,,Kolkata,Eden Gardens,47,Ravichandran Ashwin,Kolkata Knight Riders,4,24,,,,,,Chennai Super Kings,,0
,,,6,9.33,,Kolkata,Eden Gardens,47,Mohit Sharma,Kolkata Knight Riders,3,28,,,,,,Chennai Super Kings,,0
,,,11,6.00,,Kolkata,Eden Gardens,47,Sunil Narine,Chennai Super Kings,4,24,,,,,,Kolkata Knight Riders,,1
4,,,5,7.66,0,Kolkata,Eden Gardens,47,Ravindra Jadeja,Kolkata Knight Riders,3,23,9,,1,225.00,,Chennai Super Kings,,1
24,Sunil Narine,Suryakumar Yadav,,,1,Kolkata,Eden Gardens,47,Brendon McCullum,Kolkata Knight Riders,,,28,,2,116.66,,Chennai Super Kings,catch,
,,,13,6.50,,Hyderabad,Rajiv Gandhi Intl. Cricket Stadium,46,Muttiah Muralitharan,Sunrisers Hyderabad,4,26,,,,,,Royal Challengers Bangalore,,0
,,,9,5.75,,Hyderabad,Rajiv Gandhi Intl. Cricket Stadium,46,Dale Steyn,Royal Challengers Bangalore,4,23,,,,,,Sunrisers Hyderabad,,0
4,,,0,19.00,0,Hyderabad,Rajiv Gandhi Intl. Cricket Stadium,46,Darren Sammy,Royal Challengers Bangalore,1,19,10,,1,250.00,,Sunrisers Hyderabad,,0
39,,,,,7,Hyderabad,Rajiv Gandhi Intl. Cricket Stadium,46,Shikhar Dhawan,Royal Challengers Bangalore,,,50,Yuvraj Singh,1,128.20,,Sunrisers Hyderabad,runout,
41,Irfan Pathan,Dale Steyn,,,4,Hyderabad,Rajiv Gandhi Intl. Cricket Stadium,46,Virat Kohli,Sunrisers Hyderabad,,,67,,4,163.41,,Royal Challengers Bangalore,catch,
20,Varun Aaron,Yuvraj Singh,,,0,Hyderabad,Rajiv Gandhi Intl. Cricket Stadium,46,Naman Ojha,Royal Challengers Bangalore,,,24,,2,120.00,,Sunrisers Hyderabad,catch,
,,,7,9.33,,Hyderabad,Rajiv Gandhi Intl. Cricket Stadium,46,Irfan Pathan,Royal Challengers Bangalore,3,28,,,,,,Sunrisers Hyderabad,,1
6,,,7,8.45,1,Hyderabad,Rajiv Gandhi Intl. Cricket Stadium,46,Mitchell Starc,Sunrisers Hyderabad,3.4,31,6,Naman Ojha,0,100.00,,Royal Challengers Bangalore,runout,0
,,,2,7.00,,Hyderabad,Rajiv Gandhi Intl. Cricket Stadium,46,Venugopal Rao,Royal Challengers Bangalore,1,7,,,,,,Sunrisers Hyderabad,,0
46,Varun Aaron,Yuvraj Singh,,,3,Hyderabad,Rajiv Gandhi Intl. Cricket Stadium,46,David Warner,Royal Challengers Bangalore,,,59,,4,128.26,,Sunrisers Hyderabad,catch,
20,Karn Sharma,Parveez Rasool,,,1,Hyderabad,Rajiv Gandhi Intl. Cricket Stadium,46,Chris Gayle,Sunrisers Hyderabad,,,14,,0,70.00,,Royal Challengers Bangalore,catch,
,,,4,9.42,,Hyderabad,Rajiv Gandhi Intl. Cricket Stadium,46,Abu Nechim,Sunrisers Hyderabad,2.2,22,,,,,,Royal Challengers Bangalore,,0
,,,9,8.00,,Hyderabad,Rajiv Gandhi Intl. Cricket Stadium,46,Yuzvendra Chahal,Sunrisers Hyderabad,4,32,,,,,,Royal Challengers Bangalore,,0
,,,9,9.00,,Hyderabad,Rajiv Gandhi Intl. Cricket Stadium,46,Karn Sharma,Royal Challengers Bangalore,3,27,,,,,,Sunrisers Hyderabad,,1
,,,11,9.00,,Hyderabad,Rajiv Gandhi Intl. Cricket Stadium,46,Varun Aaron,Sunrisers Hyderabad,4,36,,,,,,Royal Challengers Bangalore,,2
17,Bhuvneshwar Kumar,,,,2,Hyderabad,Rajiv Gandhi Intl. Cricket Stadium,46,AB de Villiers,Sunrisers Hyderabad,,,29,,1,170.58,,Royal Challengers Bangalore,bold,
4,Bhuvneshwar Kumar,,,,1,Hyderabad,Rajiv Gandhi Intl. Cricket Stadium,46,Parthiv Patel,Sunrisers Hyderabad,,,4,,0,100.00,,Royal Challengers Bangalore,lbw,
9,,,,,1,Hyderabad,Rajiv Gandhi Intl. Cricket Stadium,46,Aaron Finch,Royal Challengers Bangalore,,,11,,0,122.22,,Sunrisers Hyderabad,,
,,,10,6.75,,Hyderabad,Rajiv Gandhi Intl. Cricket Stadium,46,Bhuvneshwar Kumar,Royal Challengers Bangalore,4,27,,,,,,Sunrisers Hyderabad,,2
7,,,,,2,Hyderabad,Rajiv Gandhi Intl. Cricket Stadium,46,Sachin Rana,Sunrisers Hyderabad,,,12,,0,171.42,,Royal Challengers Bangalore,,
25,Parveez Rasool,Dale Steyn,3,6.00,2,Hyderabad,Rajiv Gandhi Intl. Cricket Stadium,46,Yuvraj Singh,Sunrisers Hyderabad,1.4,10,21,,1,84.00,,Royal Challengers Bangalore,catch,0
,,,9,6.50,,Hyderabad,Rajiv Gandhi Intl. Cricket Stadium,46,Parveez Rasool,Royal Challengers Bangalore,4,26,,,,,,Sunrisers Hyderabad,,1
44,Beuran Hendricks,Rishi Dhawan,,,7,Delhi,Feroz Shah Kotla Ground,45,Dinesh Karthik,Kings XI Punjab,,,69,,3,156.81,,Delhi Daredevils,catch,
2,Sandeep Sharma,,,,0,Delhi,Feroz Shah Kotla Ground,45,Mayank Agarwal,Kings XI Punjab,,,6,,1,300.00,,Delhi Daredevils,bold,
,,,5,8.00,,Delhi,Feroz Shah Kotla Ground,45,Shivam Sharma,Delhi Daredevils,4,32,,,,,,Kings XI Punjab,,0
8,,,,,1,Delhi,Feroz Shah Kotla Ground,45,Manoj Tiwary,Kings XI Punjab,,,10,,0,125.00,,Delhi Daredevils,,
13,Mohammed Shami,Wayne Parnell,,,1,Delhi,Feroz Shah Kotla Ground,45,Wriddhiman Saha,Delhi Daredevils,,,13,,0,100.00,,Kings XI Punjab,catch,
,,,10,7.75,,Delhi,Feroz Shah Kotla Ground,45,Jaydev Unadkat,Kings XI Punjab,4,31,,,,,,Delhi Daredevils,,0
,,,11,8.75,,Delhi,Feroz Shah Kotla Ground,45,Sandeep Sharma,Delhi Daredevils,4,35,,,,,,Kings XI Punjab,,3
8,Sandeep Sharma,Beuran Hendricks,,,1,Delhi,Feroz Shah Kotla Ground,45,Murali Vijay,Kings XI Punjab,,,5,,0,62.50,,Delhi Daredevils,catch,
35,,,12,4.50,5,Delhi,Feroz Shah Kotla Ground,45,Axar Patel,Delhi Daredevils,4,18,42,,1,120.00,,Kings XI Punjab,,1
22,JP Duminy,Manoj Tiwary,,,2,Delhi,Feroz Shah Kotla Ground,45,Virender Sehwag,Delhi Daredevils,,,23,,1,104.54,,Kings XI Punjab,catch,
2,,,13,9.75,0,Delhi,Feroz Shah Kotla Ground,45,Mohammed Shami,Kings XI Punjab,4,39,1,,0,50.00,,Delhi Daredevils,,1
21,Beuran Hendricks,Glenn Maxwell,7,6.75,1,Delhi,Feroz Shah Kotla Ground,45,JP Duminy,Kings XI Punjab,4,27,17,,0,80.95,,Delhi Daredevils,catch,2
,,,12,5.50,,Delhi,Feroz Shah Kotla Ground,45,Imran Tahir,Kings XI Punjab,4,22,,,,,,Delhi Daredevils,,3
11,Imran Tahir,,,,0,Delhi,Feroz Shah Kotla Ground,45,Glenn Maxwell,Delhi Daredevils,,,14,,1,127.27,,Kings XI Punjab,bold,
32,Axar Patel,,,,6,Delhi,Feroz Shah Kotla Ground,45,Kevin Pietersen,Kings XI Punjab,,,49,,1,153.12,,Delhi Daredevils,bold,
,,,10,9.00,,Delhi,Feroz Shah Kotla Ground,45,Beuran Hendricks,Delhi Daredevils,4,36,,,,,,Kings XI Punjab,,3
5,,,6,10.50,1,Delhi,Feroz Shah Kotla Ground,45,Rishi Dhawan,Delhi Daredevils,4,42,8,,0,160.00,,Kings XI Punjab,,0
6,JP Duminy,,,,0,Delhi,Feroz Shah Kotla Ground,45,David Miller,Delhi Daredevils,,,2,,0,33.33,,Kings XI Punjab,bold,
1,Sandeep Sharma,Glenn Maxwell,,,0,Delhi,Feroz Shah Kotla Ground,45,Kedar Jadhav,Kings XI Punjab,,,0,,0,0.00,,Delhi Daredevils,catch,
19,Imran Tahir,Murali Vijay,,,4,Delhi,Feroz Shah Kotla Ground,45,Manan Vohra,Delhi Daredevils,,,42,,3,221.05,,Kings XI Punjab,catch,
2,Beuran Hendricks,Glenn Maxwell,9,11.45,0,Delhi,Feroz Shah Kotla Ground,45,Wayne Parnell,Kings XI Punjab,3.4,42,2,,0,100.00,,Delhi Daredevils,catch,0
7,Imran Tahir,Kedar Jadhav,,,0,Delhi,Feroz Shah Kotla Ground,45,George Bailey,Delhi Daredevils,,,6,,0,85.71,,Kings XI Punjab,catch,
30,Krishmar Santokie,Rohit Sharma,,,0,Ahmedabad,Sardar Patel Stadium,44,Brad Hodge,Mumbai Indians,,,40,,3,133.33,,Rajasthan Royals,catch,
