ball_faced,bowled_by,catched_by,dot_balls,economy,four,ground_city,ground_name,match_no,name,opposite_team_name,over,run_gave,run_scored,runout_by,six,strike_rate,stumped_by,team_name,wicket,wicket_taken
2,Sunil Narine,,,,0,Bengaluru,M. Chinnaswamy Stadium,Final,George Bailey,Kolkata Knight Riders,,,1,,0,50.00,,Kings XI Punjab,bold,
,,,3,12.28,,Bengaluru,M. Chinnaswamy Stadium,Final,Parvinder Awana,Kolkata Knight Riders,3.3,43,,,,,,Kings XI Punjab,,0
5,,,7,11.00,1,Bengaluru,M. Chinnaswamy Stadium,Final,Piyush Chawla,Kings XI Punjab,4,44,13,,1,260.00,,Kolkata Knight Riders,,2
7,,,8,6.50,2,Bengaluru,M. Chinnaswamy Stadium,Final,Shakib Al Hasan,Kings XI Punjab,4,26,12,George Bailey,0,171.42,,Kolkata Knight Riders,runout,0
,,,7,12.75,,Mumbai,Wankhede Stadium,Qualifier 2,Ashish Nehra,Kings XI Punjab,4,51,,,,,,Chennai Super Kings,,2
25,,,,,12,Mumbai,Wankhede Stadium,Qualifier 2,Suresh Raina,Kings XI Punjab,,,87,George Bailey,6,348.00,,Chennai Super Kings,runout,
4,Mohit Sharma,Dwayne Smith,,,0,Mumbai,Wankhede Stadium,Qualifier 2,Wriddhiman Saha,Chennai Super Kings,,,6,,1,150.00,,Kings XI Punjab,catch,
31,,,,,3,Mumbai,Wankhede Stadium,Qualifier 2,MS Dhoni,Kings XI Punjab,,,42,,3,135.48,,Chennai Super Kings,,
1,Mitchell Johnson,George Bailey,,,0,Mumbai,Wankhede Stadium,Qualifier 2,Faf du Plessis,Kings XI Punjab,,,0,,0,0.00,,Chennai Super Kings,catch,
,,,6,8.00,,Mumbai,Wankhede Stadium,Qualifier 2,Karanveer Singh,Chennai Super Kings,4,32,,,,,,Kings XI Punjab,,0
16,,,,,0,Mumbai,Wankhede Stadium,Qualifier 2,Brendon McCullum,Kings XI Punjab,,,11,Wriddhiman Saha,0,68.75,,Chennai Super Kings,runout,
,,,6,10.66,,Mumbai,Wankhede Stadium,Qualifier 2,Sandeep Sharma,Chennai Super Kings,3,32,,,,,,Kings XI Punjab,,1
,,,10,5.75,,Mumbai,Wankhede Stadium,Qualifier 2,Axar Patel,Chennai Super Kings,4,23,,,,,,Kings XI Punjab,,1
58,Ashish Nehra,Faf du Plessis,,,12,Mumbai,Wankhede Stadium,Qualifier 2,Virender Sehwag,Chennai Super Kings,,,122,,8,210.34,,Kings XI Punjab,catch,
21,Parvinder Awana,Mitchell Johnson,5,12.00,2,Mumbai,Wankhede Stadium,Qualifier 2,Ravindra Jadeja,Kings XI Punjab,4,48,27,,1,128.57,,Chennai Super Kings,catch,0
3,Parvinder Awana,Virender Sehwag,,,0,Mumbai,Wankhede Stadium,Qualifier 2,David Hussey,Kings XI Punjab,,,1,,0,33.33,,Chennai Super Kings,catch,
6,Ravichandran Ashwin,Suresh Raina,3,4.00,1,Mumbai,Wankhede Stadium,Qualifier 2,Glenn Maxwell,Chennai Super Kings,1,4,13,,1,216.66,,Kings XI Punjab,catch,0
,,,9,14.75,,Mumbai,Wankhede Stadium,Qualifier 2,Parvinder Awana,Chennai Super Kings,4,59,,,,,,Kings XI Punjab,,2
19,,,,,5,Mumbai,Wankhede Stadium,Qualifier 2,David Miller,Chennai Super Kings,,,38,MS Dhoni,1,200.00,,Kings XI Punjab,runout,
31,Ishwar Pandey,Suresh Raina,,,1,Mumbai,Wankhede Stadium,Qualifier 2,Manan Vohra,Chennai Super Kings,,,34,,2,109.67,,Kings XI Punjab,catch,
11,Sandeep Sharma,,,,0,Mumbai,Wankhede Stadium,Qualifier 2,Dwayne Smith,Kings XI Punjab,,,7,,0,63.63,,Chennai Super Kings,bold,
,,,11,8.75,,Mumbai,Wankhede Stadium,Qualifier 2,Ishwar Pandey,Kings XI Punjab,4,35,,,,,,Chennai Super Kings,,1
11,Axar Patel,,6,11.00,0,Mumbai,Wankhede Stadium,Qualifier 2,Ravichandran Ashwin,Kings XI Punjab,4,44,10,,0,90.90,Wriddhiman Saha,Chennai Super Kings,stemping,1
1,,,8,11.00,0,Mumbai,Wankhede Stadium,Qualifier 2,Mitchell Johnson,Chennai Super Kings,4,44,1,,0,100.00,,Kings XI Punjab,,1
2,Ashish Nehra,,,,0,Mumbai,Wankhede Stadium,Qualifier 2,George Bailey,Chennai Super Kings,,,1,,0,50.00,,Kings XI Punjab,bold,
3,,,6,11.50,0,Mumbai,Wankhede Stadium,Qualifier 2,Mohit Sharma,Kings XI Punjab,4,46,1,,0,33.33,,Chennai Super Kings,,1
,,,6,7.75,,Mumbai,Brabourne Stadium,Eliminator,Ravindra Jadeja,Mumbai Indians,4,31,,,,,,Chennai Super Kings,,2
8,Ashish Nehra,Mohit Sharma,1,10.00,1,Mumbai,Brabourne Stadium,Eliminator,Kieron Pollard,Chennai Super Kings,1,10,14,,1,175.00,,Mumbai Indians,catch,0
29,,,,,2,Mumbai,Brabourne Stadium,Eliminator,David Hussey,Mumbai Indians,,,40,,3,137.93,,Chennai Super Kings,,
32,,,1,13.00,4,Mumbai,Brabourne Stadium,Eliminator,Suresh Raina,Mumbai Indians,1,13,54,,2,168.75,,Chennai Super Kings,,0
1,,,6,11.33,0,Mumbai,Brabourne Stadium,Eliminator,Pragyan Ojha,Chennai Super Kings,3,34,1,,0,100.00,,Mumbai Indians,,1
3,Mohit Sharma,David Hussey,,,0,Mumbai,Brabourne Stadium,Eliminator,Ambati Rayudu,Chennai Super Kings,,,2,,0,66.66,,Mumbai Indians,catch,
,,,8,10.90,,Mumbai,Brabourne Stadium,Eliminator,Jasprit Bumrah,Chennai Super Kings,3.4,40,,,,,,Mumbai Indians,,0
20,Harbhajan Singh,Kieron Pollard,,,4,Mumbai,Brabourne Stadium,Eliminator,Dwayne Smith,Mumbai Indians,,,24,,0,120.00,,Chennai Super Kings,catch,
,,,9,8.50,,Mumbai,Brabourne Stadium,Eliminator,Ashish Nehra,Mumbai Indians,4,34,,,,,,Chennai Super Kings,,2
10,Ravichandran Ashwin,Ishwar Pandey,5,11.66,1,Mumbai,Brabourne Stadium,Eliminator,Corey Anderson,Chennai Super Kings,3,35,20,,2,200.00,,Mumbai Indians,catch,0
2,,,10,6.75,0,Mumbai,Brabourne Stadium,Eliminator,Harbhajan Singh,Chennai Super Kings,4,27,7,,1,350.00,,Mumbai Indians,,2
44,Ravindra Jadeja,Suresh Raina,,,5,Mumbai,Brabourne Stadium,Eliminator,Lendl Simmons,Chennai Super Kings,,,67,,4,152.27,,Mumbai Indians,catch,
20,Harbhajan Singh,sub (Ben Dunk),,,5,Mumbai,Brabourne Stadium,Eliminator,Faf du Plessis,Mumbai Indians,,,35,,1,175.00,,Chennai Super Kings,catch,
,,,12,6.50,,Mumbai,Brabourne Stadium,Eliminator,Ravichandran Ashwin,Mumbai Indians,4,26,,,,,,Chennai Super Kings,,1
,,,8,8.33,,Mumbai,Brabourne Stadium,Eliminator,Ishwar Pandey,Mumbai Indians,3,25,,,,,,Chennai Super Kings,,0
1,Ashish Nehra,Faf du Plessis,,,0,Mumbai,Brabourne Stadium,Eliminator,Aditya Tare,Chennai Super Kings,,,0,,0,0.00,,Mumbai Indians,catch,
16,Mohit Sharma,Brendon McCullum,,,3,Mumbai,Brabourne Stadium,Eliminator,Rohit Sharma,Chennai Super Kings,,,20,,0,125.00,,Mumbai Indians,catch,
,,,7,10.50,,Mumbai,Brabourne Stadium,Eliminator,Mohit Sharma,Mumbai Indians,4,42,,,,,,Chennai Super Kings,,3
2,Mohit Sharma,,8,6.75,0,Mumbai,Brabourne Stadium,Eliminator,Praveen Kumar,Chennai Super Kings,4,27,1,,0,50.00,,Mumbai Indians,bold,0
33,Ravindra Jadeja,,,,4,Mumbai,Brabourne Stadium,Eliminator,Michael Hussey,Chennai Super Kings,,,39,,1,118.18,,Mumbai Indians,bold,
11,Pragyan Ojha,,,,0,Mumbai,Brabourne Stadium,Eliminator,Brendon McCullum,Mumbai Indians,,,14,,2,127.27,Aditya Tare,Chennai Super Kings,stemping,
18,Karanveer Singh,David Miller,,,2,Kolkata,Eden Gardens,Qualifier 1,Yusuf Pathan,Kings XI Punjab,,,20,,1,111.11,,Kolkata Knight Riders,catch,
31,Morne Morkel,Umesh Yadav,,,2,Kolkata,Eden Gardens,Qualifier 1,Wriddhiman Saha,Kolkata Knight Riders,,,35,,2,112.90,,Kings XI Punjab,catch,
1,,,7,10.00,0,Kolkata,Eden Gardens,Qualifier 1,Karanveer Singh,Kolkata Knight Riders,4,40,1,,0,100.00,,Kings XI Punjab,,3
0,,,9,7.50,0,Kolkata,Eden Gardens,Qualifier 1,Sunil Narine,Kings XI Punjab,4,30,0,Mitchell Johnson,0,0.00,,Kolkata Knight Riders,runout,0
0,,,15,5.75,0,Kolkata,Eden Gardens,Qualifier 1,Morne Morkel,Kings XI Punjab,4,23,0,,0,0.00,,Kolkata Knight Riders,,2
30,Axar Patel,David Miller,,,4,Kolkata,Eden Gardens,Qualifier 1,Robin Uthappa,Kings XI Punjab,,,42,,2,140.00,,Kolkata Knight Riders,catch,
20,Axar Patel,,,,3,Kolkata,Eden Gardens,Qualifier 1,Manish Pandey,Kings XI Punjab,,,21,,0,105.00,,Kolkata Knight Riders,bold,
14,Karanveer Singh,,,,3,Kolkata,Eden Gardens,Qualifier 1,Suryakumar Yadav,Kings XI Punjab,,,20,,1,142.85,,Kolkata Knight Riders,bold,
3,Mitchell Johnson,George Bailey,,,0,Kolkata,Eden Gardens,Qualifier 1,Gautam Gambhir,Kings XI Punjab,,,1,,0,33.33,,Kolkata Knight Riders,catch,
2,,,16,2.75,0,Kolkata,Eden Gardens,Qualifier 1,Axar Patel,Kolkata Knight Riders,4,11,2,Piyush Chawla,0,100.00,,Kings XI Punjab,runout,2
3,Umesh Yadav,Shakib Al Hasan,,,0,Kolkata,Eden Gardens,Qualifier 1,Virender Sehwag,Kolkata Knight Riders,,,2,,0,66.66,,Kings XI Punjab,catch,
10,Mitchell Johnson,Manan Vohra,,,0,Kolkata,Eden Gardens,Qualifier 1,Ryan ten Doeschate,Kings XI Punjab,,,17,,2,170.00,,Kolkata Knight Riders,catch,
9,Umesh Yadav,,,,1,Kolkata,Eden Gardens,Qualifier 1,Glenn Maxwell,Kolkata Knight Riders,,,6,,0,66.66,,Kings XI Punjab,lbw,
,,,16,3.25,,Kolkata,Eden Gardens,Qualifier 1,Umesh Yadav,Kings XI Punjab,4,13,,,,,,Kolkata Knight Riders,,3
,,,10,8.25,,Kolkata,Eden Gardens,Qualifier 1,Parvinder Awana,Kolkata Knight Riders,4,33,,,,,,Kings XI Punjab,,0
16,Karanveer Singh,David Miller,7,10.75,2,Kolkata,Eden Gardens,Qualifier 1,Shakib Al Hasan,Kings XI Punjab,4,43,18,,0,112.50,,Kolkata Knight Riders,catch,1
19,Morne Morkel,Umesh Yadav,,,0,Kolkata,Eden Gardens,Qualifier 1,Manan Vohra,Kolkata Knight Riders,,,26,,3,136.84,,Kings XI Punjab,catch,
11,,,10,7.75,0,Kolkata,Eden Gardens,Qualifier 1,Mitchell Johnson,Kolkata Knight Riders,4,31,10,,1,90.90,,Kings XI Punjab,,2
17,Umesh Yadav,Manish Pandey,,,1,Kolkata,Eden Gardens,Qualifier 1,George Bailey,Kolkata Knight Riders,,,26,,2,152.94,,Kings XI Punjab,catch,
15,Shakib Al Hasan,,6,11.00,0,Kolkata,Eden Gardens,Qualifier 1,Rishi Dhawan,Kolkata Knight Riders,4,44,14,,1,93.33,Robin Uthappa,Kings XI Punjab,stemping,0
9,,,8,5.75,3,Kolkata,Eden Gardens,Qualifier 1,Piyush Chawla,Kings XI Punjab,4,23,17,,0,188.88,,Kolkata Knight Riders,,1
12,Piyush Chawla,,,,0,Kolkata,Eden Gardens,Qualifier 1,David Miller,Kolkata Knight Riders,,,8,,0,66.66,,Kings XI Punjab,bold,
16,,,,,2,Mumbai,Wankhede Stadium,56,Brad Hodge,Mumbai Indians,,,29,,1,181.25,,Rajasthan Royals,,
12,Kieron Pollard,Corey Anderson,5,14.72,0,Mumbai,Wankhede Stadium,56,James Faulkner,Mumbai Indians,3.4,54,23,,3,191.66,,Rajasthan Royals,catch,0
3,Kevon Cooper,Brad Hodge,4,11.00,0,Mumbai,Wankhede Stadium,56,Kieron Pollard,Rajasthan Royals,3,33,7,,1,233.33,,Mumbai Indians,catch,1
27,Jasprit Bumrah,Lendl Simmons,,,7,Mumbai,Wankhede Stadium,56,Karun Nair,Mumbai Indians,,,50,,2,185.18,,Rajasthan Royals,catch,
,,,10,7.75,,Mumbai,Wankhede Stadium,56,Pragyan Ojha,Rajasthan Royals,4,31,,,,,,Mumbai Indians,,0
10,,,,,5,Mumbai,Wankhede Stadium,56,Ambati Rayudu,Rajasthan Royals,,,30,Abhishek Nayar,1,300.00,,Mumbai Indians,runout,
11,Kevon Cooper,,,,1,Mumbai,Wankhede Stadium,56,Michael Hussey,Rajasthan Royals,,,22,,2,200.00,,Mumbai Indians,bold,
,,,7,14.00,,Mumbai,Wankhede Stadium,56,Dhawal Kulkarni,Mumbai Indians,3,42,,,,,,Rajasthan Royals,,2
44,,,7,7.00,9,Mumbai,Wankhede Stadium,56,Corey Anderson,Rajasthan Royals,2,14,95,,6,215.90,,Mumbai Indians,,0
,,,7,10.75,,Mumbai,Wankhede Stadium,56,Harbhajan Singh,Rajasthan Royals,4,43,,,,,,Mumbai Indians,,1
8,Dhawal Kulkarni,James Faulkner,,,3,Mumbai,Wankhede Stadium,56,Lendl Simmons,Rajasthan Royals,,,12,,0,150.00,,Mumbai Indians,catch,
47,Shreyas Gopal,Harbhajan Singh,,,7,Mumbai,Wankhede Stadium,56,Sanju Samson,Mumbai Indians,,,74,,3,157.44,,Rajasthan Royals,catch,
1,,,,,0,Mumbai,Wankhede Stadium,56,Aditya Tare,Rajasthan Royals,,,6,,1,600.00,,Mumbai Indians,,
0,,,9,9.50,0,Mumbai,Wankhede Stadium,56,Kevon Cooper,Mumbai Indians,4,38,0,,0,0.00,,Rajasthan Royals,,2
11,Dhawal Kulkarni,Karun Nair,,,1,Mumbai,Wankhede Stadium,56,Rohit Sharma,Rajasthan Royals,,,16,,1,145.45,,Mumbai Indians,catch,
,,,2,12.50,,Mumbai,Wankhede Stadium,56,Pravin Tambe,Mumbai Indians,2,25,,,,,,Rajasthan Royals,,0
,,,3,12.00,,Mumbai,Wankhede Stadium,56,Shreyas Gopal,Rajasthan Royals,3,36,,,,,,Mumbai Indians,,1
,,,11,7.50,,Mumbai,Wankhede Stadium,56,Jasprit Bumrah,Rajasthan Royals,4,30,,,,,,Mumbai Indians,,1
18,Harbhajan Singh,Kieron Pollard,2,16.50,1,Mumbai,Wankhede Stadium,56,Shane Watson,Mumbai Indians,2,33,8,,0,44.44,,Rajasthan Royals,catch,0
4,Axar Patel,Rishi Dhawan,8,8.34,1,Mohali,IS Bindra Stadium,55,Imran Tahir,Kings XI Punjab,3.5,32,4,,0,100.00,,Delhi Daredevils,catch,1
38,Imran Tahir,,,,4,Mohali,IS Bindra Stadium,55,Manan Vohra,Delhi Daredevils,,,47,,2,123.68,,Kings XI Punjab,bold,
11,,,,,0,Mohali,IS Bindra Stadium,55,Manoj Tiwary,Kings XI Punjab,,,8,George Bailey,0,72.72,,Delhi Daredevils,runout,
7,,,2,12.00,0,Mohali,IS Bindra Stadium,55,Shahbaz Nadeem,Kings XI Punjab,2,24,3,,0,42.85,,Delhi Daredevils,,0
7,Parvinder Awana,Axar Patel,,,3,Mohali,IS Bindra Stadium,55,Dinesh Karthik,Kings XI Punjab,,,13,,0,185.71,,Delhi Daredevils,catch,
5,Mitchell Johnson,Virender Sehwag,,,0,Mohali,IS Bindra Stadium,55,Mayank Agarwal,Kings XI Punjab,,,2,,0,40.00,,Delhi Daredevils,catch,
3,Jaydev Unadkat,Kevin Pietersen,,,0,Mohali,IS Bindra Stadium,55,Glenn Maxwell,Delhi Daredevils,,,0,,0,0.00,,Kings XI Punjab,catch,
41,Rishi Dhawan,,,,9,Mohali,IS Bindra Stadium,55,Kevin Pietersen,Kings XI Punjab,,,58,,0,141.46,,Delhi Daredevils,lbw,
20,Karanveer Singh,George Bailey,3,14.00,1,Mohali,IS Bindra Stadium,55,Jimmy Neesham,Kings XI Punjab,1,14,12,,0,60.00,,Delhi Daredevils,catch,0
,,,11,5.50,,Mohali,IS Bindra Stadium,55,Rishi Dhawan,Delhi Daredevils,4,22,,,,,,Kings XI Punjab,,1
,,,12,5.00,,Mohali,IS Bindra Stadium,55,Parvinder Awana,Delhi Daredevils,3,15,,,,,,Kings XI Punjab,,2
7,Mohammed Shami,Dinesh Karthik,,,2,Mohali,IS Bindra Stadium,55,Virender Sehwag,Delhi Daredevils,,,9,,0,128.57,,Kings XI Punjab,catch,
1,,,,,0,Mohali,IS Bindra Stadium,55,George Bailey,Delhi Daredevils,,,1,,0,100.00,,Kings XI Punjab,,
1,Mitchell Johnson,Glenn Maxwell,10,1.50,0,Mohali,IS Bindra Stadium,55,Jaydev Unadkat,Kings XI Punjab,2,3,0,,0,0.00,,Delhi Daredevils,catch,1
,,,8,5.50,,Mohali,IS Bindra Stadium,55,Karanveer Singh,Delhi Daredevils,4,22,,,,,,Kings XI Punjab,,2
,,,12,7.00,,Mohali,IS Bindra Stadium,55,Axar Patel,Delhi Daredevils,4,28,,,,,,Kings XI Punjab,,2
1,Axar Patel,,9,8.66,0,Mohali,IS Bindra Stadium,55,Mohammed Shami,Kings XI Punjab,3,26,0,,0,0.00,,Delhi Daredevils,bold,1
8,Karanveer Singh,Axar Patel,5,7.50,1,Mohali,IS Bindra Stadium,55,JP Duminy,Kings XI Punjab,2,15,8,,0,100.00,,Delhi Daredevils,catch,0
,,,9,8.52,,Mohali,IS Bindra Stadium,55,Mitchell Johnson,Delhi Daredevils,3.1,27,,,,,,Kings XI Punjab,,2
4,Parvinder Awana,Manan Vohra,,,0,Mohali,IS Bindra Stadium,55,Kedar Jadhav,Kings XI Punjab,,,0,,0,0.00,,Delhi Daredevils,catch,
34,,,,,4,Mohali,IS Bindra Stadium,55,David Miller,Delhi Daredevils,,,47,,2,138.23,,Kings XI Punjab,,
22,Karn Sharma,Shikhar Dhawan,,,5,Kolkata,Eden Gardens,54,Yusuf Pathan,Sunrisers Hyderabad,,,72,,7,327.27,,Kolkata Knight Riders,catch,
,,,11,10.75,,Kolkata,Eden Gardens,54,Dale Steyn,Kolkata Knight Riders,4,43,,,,,,Sunrisers Hyderabad,,0
19,Vinay Kumar,Shakib Al Hasan,,,1,Kolkata,Eden Gardens,54,Darren Sammy,Kolkata Knight Riders,,,29,,3,152.63,,Sunrisers Hyderabad,catch,
31,,,,,5,Kolkata,Eden Gardens,54,Shikhar Dhawan,Kolkata Knight Riders,,,29,Manish Pandey,0,93.54,,Sunrisers Hyderabad,runout,
,,,16,8.00,,Kolkata,Eden Gardens,54,Morne Morkel,Sunrisers Hyderabad,4,32,,,,,,Kolkata Knight Riders,,1
30,Karn Sharma,Jason Holder,,,4,Kolkata,Eden Gardens,54,Robin Uthappa,Sunrisers Hyderabad,,,41,,2,136.66,,Kolkata Knight Riders,catch,
23,Ryan ten Doeschate,&,,,5,Kolkata,Eden Gardens,54,Naman Ojha,Kolkata Knight Riders,,,26,,1,113.04,,Sunrisers Hyderabad,catch,
7,Karn Sharma,Dale Steyn,,,0,Kolkata,Eden Gardens,54,Manish Pandey,Sunrisers Hyderabad,,,2,,0,28.57,,Kolkata Knight Riders,catch,
12,,,6,11.66,2,Kolkata,Eden Gardens,54,Jason Holder,Kolkata Knight Riders,3,35,16,Robin Uthappa,1,133.33,,Sunrisers Hyderabad,runout,1
5,,,,,1,Kolkata,Eden Gardens,54,Suryakumar Yadav,Sunrisers Hyderabad,,,12,,1,240.00,,Kolkata Knight Riders,,
18,Jason Holder,,,,4,Kolkata,Eden Gardens,54,Gautam Gambhir,Sunrisers Hyderabad,,,28,,1,155.55,,Kolkata Knight Riders,bold,
26,,,,,4,Kolkata,Eden Gardens,54,Venugopal Rao,Kolkata Knight Riders,,,27,Manish Pandey,0,103.84,,Sunrisers Hyderabad,runout,
2,Morne Morkel,,,,1,Kolkata,Eden Gardens,54,David Warner,Kolkata Knight Riders,,,4,,0,200.00,,Sunrisers Hyderabad,bold,
1,,,4,7.00,0,Kolkata,Eden Gardens,54,Ryan ten Doeschate,Sunrisers Hyderabad,1,7,0,Darren Sammy,0,0.00,,Kolkata Knight Riders,runout,1
2,,,10,9.50,1,Kolkata,Eden Gardens,54,Karn Sharma,Kolkata Knight Riders,4,38,5,,0,250.00,,Sunrisers Hyderabad,,4
,,,8,10.66,,Kolkata,Eden Gardens,54,Umesh Yadav,Sunrisers Hyderabad,3,32,,,,,,Kolkata Knight Riders,,0
,,,12,4.75,,Kolkata,Eden Gardens,54,Sunil Narine,Sunrisers Hyderabad,4,19,,,,,,Kolkata Knight Riders,,0
5,Karn Sharma,Jason Holder,13,6.25,0,Kolkata,Eden Gardens,54,Shakib Al Hasan,Sunrisers Hyderabad,4,25,1,,0,20.00,,Kolkata Knight Riders,catch,1
5,Shakib Al Hasan,,,,0,Kolkata,Eden Gardens,54,Srikkanth Anirudha,Kolkata Knight Riders,,,3,,0,60.00,Robin Uthappa,Sunrisers Hyderabad,stemping,
0,,,13,8.00,0,Kolkata,Eden Gardens,54,Vinay Kumar,Sunrisers Hyderabad,4,32,0,,0,0.00,,Kolkata Knight Riders,,1
,,,7,9.42,,Kolkata,Eden Gardens,54,Bhuvneshwar Kumar,Kolkata Knight Riders,2.2,22,,,,,,Sunrisers Hyderabad,,0
0,,,0,22.00,0,Kolkata,Eden Gardens,54,Parveez Rasool,Kolkata Knight Riders,1,22,0,,0,0.00,,Sunrisers Hyderabad,,0
4,Ashish Nehra,,,,0,Bengaluru,M. Chinnaswamy Stadium,53,Rilee Rossouw,Chennai Super Kings,,,1,,0,25.00,,Royal Challengers Bangalore,bold,
17,Ravichandran Ashwin,,,,4,Bengaluru,M. Chinnaswamy Stadium,53,Yogesh Takawale,Chennai Super Kings,,,19,,0,111.76,,Royal Challengers Bangalore,lbw,
,,,4,11.18,,Bengaluru,M. Chinnaswamy Stadium,53,Shadab Jakati,Chennai Super Kings,3.4,41,,,,,,Royal Challengers Bangalore,,0
,,,9,5.33,,Bengaluru,M. Chinnaswamy Stadium,53,Mohit Sharma,Royal Challengers Bangalore,3,16,,,,,,Chennai Super Kings,,1
18,Yuvraj Singh,,8,6.75,2,Bengaluru,M. Chinnaswamy Stadium,53,Suresh Raina,Royal Challengers Bangalore,4,27,18,,0,100.00,Yogesh Takawale,Chennai Super Kings,stemping,0
2,,,5,11.00,0,Bengaluru,M. Chinnaswamy Stadium,53,Mitchell Starc,Chennai Super Kings,3,33,2,,0,100.00,,Royal Challengers Bangalore,,0
49,Ashish Nehra,,,,2,Bengaluru,M. Chinnaswamy Stadium,53,Virat Kohli,Chennai Super Kings,,,73,,5,148.97,,Royal Challengers Bangalore,bold,
,,,5,10.50,,Bengaluru,M. Chinnaswamy Stadium,53,Ravi Rampaul,Chennai Super Kings,2,21,,,,,,Royal Challengers Bangalore,,1
17,Ravi Rampaul,Virat Kohli,,,4,Bengaluru,M. Chinnaswamy Stadium,53,Dwayne Smith,Royal Challengers Bangalore,,,34,,1,200.00,,Chennai Super Kings,catch,
,,,9,8.25,,Bengaluru,M. Chinnaswamy Stadium,53,Ashish Nehra,Royal Challengers Bangalore,4,33,,,,,,Chennai Super Kings,,3
,,,2,7.00,,Bengaluru,M. Chinnaswamy Stadium,53,Ravindra Jadeja,Royal Challengers Bangalore,2,14,,,,,,Chennai Super Kings,,1
28,,,,,4,Bengaluru,M. Chinnaswamy Stadium,53,MS Dhoni,Royal Challengers Bangalore,,,49,,3,175.00,,Chennai Super Kings,,
43,,,,,3,Bengaluru,M. Chinnaswamy Stadium,53,Faf du Plessis,Royal Challengers Bangalore,,,54,,3,125.58,,Chennai Super Kings,,
6,,,2,7.00,0,Bengaluru,M. Chinnaswamy Stadium,53,Sachin Rana,Chennai Super Kings,1,7,5,,0,83.33,,Royal Challengers Bangalore,,0
24,Ravindra Jadeja,Suresh Raina,7,7.50,2,Bengaluru,M. Chinnaswamy Stadium,53,Yuvraj Singh,Chennai Super Kings,4,30,25,,0,104.16,,Royal Challengers Bangalore,catch,1
