ball_faced,bowled_by,catched_by,dot_balls,economy,four,ground_city,ground_name,match_no,name,opposite_team_name,over,run_gave,run_scored,runout_by,six,strike_rate,stumped_by,team_name,wicket,wicket_taken
22,Adam Zampa,Shardul Thakur,,,4,Hyderabad,Rajiv Gandhi Intl. Cricket Stadium,Final,Rohit Sharma,Rising Pune Supergiant,,,24,,0,109.09,,Mumbai Indians,catch,
1,Karn Sharma,,,,0,Bengaluru,M. Chinnaswamy Stadium,Qualifier 2,Colin de Grandhomme,Mumbai Indians,,,0,,0,0.00,,Kolkata Knight Riders,lbw,
4,Mitchell Johnson,Hardik Pandya,6,5.00,0,Bengaluru,M. Chinnaswamy Stadium,Qualifier 2,Nathan Coulter-Nile,Mumbai Indians,3,15,6,,1,150.00,,Kolkata Knight Riders,catch,1
31,Karn Sharma,Mitchell Johnson,,,3,Bengaluru,M. Chinnaswamy Stadium,Qualifier 2,Ishank Jaggi,Mumbai Indians,,,28,,0,90.32,,Kolkata Knight Riders,catch,
,,,3,4.00,,Bengaluru,M. Chinnaswamy Stadium,Qualifier 2,Hardik Pandya,Kolkata Knight Riders,1,4,,,,,,Mumbai Indians,,0
3,Jasprit Bumrah,,,,0,Bengaluru,M. Chinnaswamy Stadium,Qualifier 2,Robin Uthappa,Mumbai Indians,,,1,,0,33.33,,Kolkata Knight Riders,lbw,
25,Jasprit Bumrah,Lasith Malinga,,,2,Bengaluru,M. Chinnaswamy Stadium,Qualifier 2,Suryakumar Yadav,Mumbai Indians,,,31,,1,124.00,,Kolkata Knight Riders,catch,
6,Piyush Chawla,,,,0,Bengaluru,M. Chinnaswamy Stadium,Qualifier 2,Lendl Simmons,Kolkata Knight Riders,,,3,,0,50.00,,Mumbai Indians,lbw,
15,Karn Sharma,Hardik Pandya,,,2,Bengaluru,M. Chinnaswamy Stadium,Qualifier 2,Gautam Gambhir,Mumbai Indians,,,12,,0,80.00,,Kolkata Knight Riders,catch,
30,,,5,8.33,8,Bengaluru,M. Chinnaswamy Stadium,Qualifier 2,Krunal Pandya,Kolkata Knight Riders,3,25,45,,0,150.00,,Mumbai Indians,,0
,,,12,4.00,,Bengaluru,M. Chinnaswamy Stadium,Qualifier 2,Karn Sharma,Kolkata Knight Riders,4,16,,,,,,Mumbai Indians,,4
7,,,,,1,Bengaluru,M. Chinnaswamy Stadium,Qualifier 2,Kieron Pollard,Kolkata Knight Riders,,,9,,0,128.57,,Mumbai Indians,,
3,,,6,9.20,0,Bengaluru,M. Chinnaswamy Stadium,Qualifier 2,Umesh Yadav,Mumbai Indians,2.3,23,2,,0,66.66,,Kolkata Knight Riders,,1
10,Karn Sharma,,13,5.25,0,Bengaluru,M. Chinnaswamy Stadium,Qualifier 2,Sunil Narine,Mumbai Indians,4,21,10,,1,100.00,Parthiv Patel,Kolkata Knight Riders,stemping,0
9,Umesh Yadav,Robin Uthappa,,,3,Bengaluru,M. Chinnaswamy Stadium,Qualifier 2,Parthiv Patel,Kolkata Knight Riders,,,14,,0,155.55,,Mumbai Indians,catch,
,,,11,6.26,,Bengaluru,M. Chinnaswamy Stadium,Qualifier 2,Lasith Malinga,Kolkata Knight Riders,3.5,24,,,,,,Mumbai Indians,,1
11,Piyush Chawla,,,,0,Bengaluru,M. Chinnaswamy Stadium,Qualifier 2,Ambati Rayudu,Kolkata Knight Riders,,,6,,0,54.54,,Mumbai Indians,bold,
,,,14,2.33,,Bengaluru,M. Chinnaswamy Stadium,Qualifier 2,Jasprit Bumrah,Kolkata Knight Riders,3,7,,,,,,Mumbai Indians,,3
7,Lasith Malinga,,0,14.00,1,Bengaluru,M. Chinnaswamy Stadium,Qualifier 2,Ankit Rajpoot,Mumbai Indians,1,14,4,,0,57.14,,Kolkata Knight Riders,bold,0
,,,13,7.00,,Bengaluru,M. Chinnaswamy Stadium,Qualifier 2,Mitchell Johnson,Kolkata Knight Riders,4,28,,,,,,Mumbai Indians,,2
24,Nathan Coulter-Nile,Ankit Rajpoot,,,1,Bengaluru,M. Chinnaswamy Stadium,Qualifier 2,Rohit Sharma,Kolkata Knight Riders,,,26,,1,108.33,,Mumbai Indians,catch,
6,Mitchell Johnson,Ambati Rayudu,9,8.50,0,Bengaluru,M. Chinnaswamy Stadium,Qualifier 2,Piyush Chawla,Mumbai Indians,4,34,2,,0,33.33,,Kolkata Knight Riders,catch,2
8,Jasprit Bumrah,Kieron Pollard,,,0,Bengaluru,M. Chinnaswamy Stadium,Qualifier 2,Chris Lynn,Mumbai Indians,,,4,,0,50.00,,Kolkata Knight Riders,catch,
,,,12,5.00,,Bengaluru,M. Chinnaswamy Stadium,Eliminator,Nathan Coulter-Nile,Sunrisers Hyderabad,4,20,,,,,,Kolkata Knight Riders,,3
13,Umesh Yadav,Robin Uthappa,,,1,Bengaluru,M. Chinnaswamy Stadium,Eliminator,Shikhar Dhawan,Kolkata Knight Riders,,,11,,0,84.61,,Sunrisers Hyderabad,catch,
8,,,,,0,Bengaluru,M. Chinnaswamy Stadium,Eliminator,Ishank Jaggi,Sunrisers Hyderabad,,,5,,0,62.50,,Kolkata Knight Riders,,
,,,7,9.00,,Bengaluru,M. Chinnaswamy Stadium,Eliminator,Piyush Chawla,Sunrisers Hyderabad,3,27,,,,,,Kolkata Knight Riders,,1
,,,5,5.50,,Bengaluru,M. Chinnaswamy Stadium,Eliminator,Rashid Khan,Kolkata Knight Riders,2,11,,,,,,Sunrisers Hyderabad,,0
,,,0,14.00,,Bengaluru,M. Chinnaswamy Stadium,Eliminator,Siddarth Kaul,Kolkata Knight Riders,1,14,,,,,,Sunrisers Hyderabad,,0
,,,8,7.50,,Bengaluru,M. Chinnaswamy Stadium,Eliminator,Trent Boult,Sunrisers Hyderabad,4,30,,,,,,Kolkata Knight Riders,,1
2,Chris Jordan,Shikhar Dhawan,,,0,Bengaluru,M. Chinnaswamy Stadium,Eliminator,Robin Uthappa,Sunrisers Hyderabad,,,1,,0,50.00,,Kolkata Knight Riders,catch,
16,Trent Boult,Chris Lynn,,,0,Bengaluru,M. Chinnaswamy Stadium,Eliminator,Naman Ojha,Kolkata Knight Riders,,,16,,1,100.00,,Sunrisers Hyderabad,catch,
1,,,2,7.00,0,Bengaluru,M. Chinnaswamy Stadium,Eliminator,Yusuf Pathan,Sunrisers Hyderabad,1,7,0,Bhuvneshwar Kumar,0,0.00,,Kolkata Knight Riders,runout,0
,,,12,5.25,,Bengaluru,M. Chinnaswamy Stadium,Eliminator,Umesh Yadav,Sunrisers Hyderabad,4,21,,,,,,Kolkata Knight Riders,,2
,,,3,11.00,,Bengaluru,M. Chinnaswamy Stadium,Eliminator,Bhuvneshwar Kumar,Kolkata Knight Riders,1,11,,,,,,Sunrisers Hyderabad,,1
19,,,,,2,Bengaluru,M. Chinnaswamy Stadium,Eliminator,Gautam Gambhir,Sunrisers Hyderabad,,,32,,2,168.42,,Kolkata Knight Riders,,
3,,,0,6.00,0,Bengaluru,M. Chinnaswamy Stadium,Eliminator,Bipul Sharma,Kolkata Knight Riders,0.2,2,2,,0,66.66,,Sunrisers Hyderabad,,0
35,Piyush Chawla,,,,2,Bengaluru,M. Chinnaswamy Stadium,Eliminator,David Warner,Kolkata Knight Riders,,,37,,2,105.71,,Sunrisers Hyderabad,bold,
9,Umesh Yadav,Piyush Chawla,,,2,Bengaluru,M. Chinnaswamy Stadium,Eliminator,Yuvraj Singh,Kolkata Knight Riders,,,9,,0,100.00,,Sunrisers Hyderabad,catch,
17,Nathan Coulter-Nile,Suryakumar Yadav,,,2,Bengaluru,M. Chinnaswamy Stadium,Eliminator,Vijay Shankar,Kolkata Knight Riders,,,22,,1,129.41,,Sunrisers Hyderabad,catch,
1,Nathan Coulter-Nile,&,3,9.00,0,Bengaluru,M. Chinnaswamy Stadium,Eliminator,Chris Jordan,Kolkata Knight Riders,1,9,0,,0,0.00,,Sunrisers Hyderabad,catch,1
26,Nathan Coulter-Nile,Suryakumar Yadav,,,2,Bengaluru,M. Chinnaswamy Stadium,Eliminator,Kane Williamson,Kolkata Knight Riders,,,24,,1,92.30,,Sunrisers Hyderabad,catch,
2,Bhuvneshwar Kumar,Naman Ojha,,,0,Bengaluru,M. Chinnaswamy Stadium,Eliminator,Chris Lynn,Sunrisers Hyderabad,,,6,,1,300.00,,Kolkata Knight Riders,catch,
,,,13,5.00,,Bengaluru,M. Chinnaswamy Stadium,Eliminator,Sunil Narine,Sunrisers Hyderabad,4,20,,,,,,Kolkata Knight Riders,,0
2,Lasith Malinga,Hardik Pandya,,,0,Mumbai,Wankhede Stadium,Qualifier 1,Steve Smith,Mumbai Indians,,,1,,0,50.00,,Rising Pune Supergiant,catch,
48,,,,,4,Mumbai,Wankhede Stadium,Qualifier 1,Manoj Tiwary,Mumbai Indians,,,58,Jasprit Bumrah,2,120.83,,Rising Pune Supergiant,runout,
26,,,,,0,Mumbai,Wankhede Stadium,Qualifier 1,MS Dhoni,Mumbai Indians,,,40,,5,153.84,,Rising Pune Supergiant,,
,,,6,8.25,,Mumbai,Wankhede Stadium,Qualifier 1,Dan Christian,Mumbai Indians,4,33,,,,,,Rising Pune Supergiant,,0
11,Shardul Thakur,Jaydev Unadkat,10,11.50,0,Mumbai,Wankhede Stadium,Qualifier 1,Mitchell McClenaghan,Rising Pune Supergiant,4,46,12,,1,109.09,,Mumbai Indians,catch,1
,,,2,9.00,,Mumbai,Wankhede Stadium,Qualifier 1,Adam Zampa,Mumbai Indians,1,9,,,,,,Rising Pune Supergiant,,0
,,,10,6.00,,Mumbai,Wankhede Stadium,Qualifier 1,Jaydev Unadkat,Mumbai Indians,4,24,,,,,,Rising Pune Supergiant,,1
13,,,,,0,Mumbai,Wankhede Stadium,Qualifier 1,Lendl Simmons,Rising Pune Supergiant,,,5,Shardul Thakur,0,38.46,,Mumbai Indians,runout,
11,Shardul Thakur,Dan Christian,9,5.50,2,Mumbai,Wankhede Stadium,Qualifier 1,Krunal Pandya,Rising Pune Supergiant,4,22,15,,0,136.36,,Mumbai Indians,catch,0
7,Jaydev Unadkat,MS Dhoni,10,7.50,0,Mumbai,Wankhede Stadium,Qualifier 1,Karn Sharma,Rising Pune Supergiant,4,30,4,,0,57.14,,Mumbai Indians,catch,1
10,Washington Sundar,Steve Smith,,,1,Mumbai,Wankhede Stadium,Qualifier 1,Kieron Pollard,Rising Pune Supergiant,,,7,,0,70.00,,Mumbai Indians,catch,
,,,10,7.00,,Mumbai,Wankhede Stadium,Qualifier 1,Lockie Ferguson,Mumbai Indians,3,21,,,,,,Rising Pune Supergiant,,1
,,,7,9.25,,Mumbai,Wankhede Stadium,Qualifier 1,Shardul Thakur,Mumbai Indians,4,37,,,,,,Rising Pune Supergiant,,3
43,Karn Sharma,,,,5,Mumbai,Wankhede Stadium,Qualifier 1,Ajinkya Rahane,Mumbai Indians,,,56,,1,130.23,,Rising Pune Supergiant,lbw,
40,Shardul Thakur,Dan Christian,,,3,Mumbai,Wankhede Stadium,Qualifier 1,Parthiv Patel,Rising Pune Supergiant,,,52,,3,130.00,,Mumbai Indians,catch,
2,,,8,4.66,0,Mumbai,Wankhede Stadium,Qualifier 1,Lasith Malinga,Rising Pune Supergiant,3,14,7,,1,350.00,,Mumbai Indians,,1
2,Mitchell McClenaghan,,,,0,Mumbai,Wankhede Stadium,Qualifier 1,Rahul Tripathi,Mumbai Indians,,,0,,0,0.00,,Rising Pune Supergiant,bold,
,,,13,4.00,,Mumbai,Wankhede Stadium,Qualifier 1,Washington Sundar,Mumbai Indians,4,16,,,,,,Rising Pune Supergiant,,3
3,Washington Sundar,Steve Smith,,,0,Mumbai,Wankhede Stadium,Qualifier 1,Ambati Rayudu,Rising Pune Supergiant,,,0,,0,0.00,,Mumbai Indians,catch,
11,,,6,8.25,0,Mumbai,Wankhede Stadium,Qualifier 1,Jasprit Bumrah,Rising Pune Supergiant,4,33,16,,1,145.45,,Mumbai Indians,,0
10,Lockie Ferguson,Dan Christian,0,15.00,1,Mumbai,Wankhede Stadium,Qualifier 1,Hardik Pandya,Rising Pune Supergiant,1,15,14,,1,140.00,,Mumbai Indians,catch,0
2,Washington Sundar,,,,0,Mumbai,Wankhede Stadium,Qualifier 1,Rohit Sharma,Rising Pune Supergiant,,,1,,0,50.00,,Mumbai Indians,lbw,
5,,,7,5.00,3,Delhi,Feroz Shah Kotla Ground,56,Pawan Negi,Delhi Daredevils,2,10,13,,0,260.00,,Royal Challengers Bangalore,,3
34,Harshal Patel,,,,3,Delhi,Feroz Shah Kotla Ground,56,Rishabh Pant,Royal Challengers Bangalore,,,45,,2,132.35,,Delhi Daredevils,bold,
,,,12,5.75,,Delhi,Feroz Shah Kotla Ground,56,Avesh Khan,Delhi Daredevils,4,23,,,,,,Royal Challengers Bangalore,,1
6,Pawan Negi,Kedar Jadhav,4,6.00,0,Delhi,Feroz Shah Kotla Ground,56,Shahbaz Nadeem,Royal Challengers Bangalore,2,12,2,,0,33.33,,Delhi Daredevils,catch,1
45,Zaheer Khan,Shahbaz Nadeem,,,3,Delhi,Feroz Shah Kotla Ground,56,Virat Kohli,Delhi Daredevils,,,58,,3,128.88,,Royal Challengers Bangalore,catch,
9,Travis Head,,3,9.50,0,Delhi,Feroz Shah Kotla Ground,56,Corey Anderson,Royal Challengers Bangalore,4,38,3,,0,33.33,Vishnu Vinod,Delhi Daredevils,stemping,0
38,Shahbaz Nadeem,Zaheer Khan,,,3,Delhi,Feroz Shah Kotla Ground,56,Chris Gayle,Delhi Daredevils,,,48,,3,126.31,,Royal Challengers Bangalore,catch,
9,Pawan Negi,,11,7.75,3,Delhi,Feroz Shah Kotla Ground,56,Mohammed Shami,Royal Challengers Bangalore,4,31,21,,1,233.33,Vishnu Vinod,Delhi Daredevils,stemping,0
,,,8,8.00,,Delhi,Feroz Shah Kotla Ground,56,Yuzvendra Chahal,Delhi Daredevils,3,24,,,,,,Royal Challengers Bangalore,,0
3,Travis Head,Virat Kohli,10,5.25,0,Delhi,Feroz Shah Kotla Ground,56,Pat Cummins,Royal Challengers Bangalore,4,21,7,,1,233.33,,Delhi Daredevils,catch,2
,,,8,10.75,,Delhi,Feroz Shah Kotla Ground,56,Harshal Patel,Delhi Daredevils,4,43,,,,,,Royal Challengers Bangalore,,3
1,Harshal Patel,,,,0,Delhi,Feroz Shah Kotla Ground,56,Marlon Samuels,Royal Challengers Bangalore,,,0,,0,0.00,,Delhi Daredevils,bold,
30,Harshal Patel,Shane Watson,,,2,Delhi,Feroz Shah Kotla Ground,56,Shreyas Iyer,Royal Challengers Bangalore,,,32,,1,106.66,,Delhi Daredevils,catch,
9,,,,,0,Delhi,Feroz Shah Kotla Ground,56,Kedar Jadhav,Delhi Daredevils,,,12,Pat Cummins,1,133.33,,Royal Challengers Bangalore,runout,
8,Pat Cummins,Corey Anderson,,,2,Delhi,Feroz Shah Kotla Ground,56,Sachin Baby,Delhi Daredevils,,,12,,0,150.00,,Royal Challengers Bangalore,catch,
22,Shane Watson,Kedar Jadhav,,,5,Delhi,Feroz Shah Kotla Ground,56,Karun Nair,Royal Challengers Bangalore,,,26,,0,118.18,,Delhi Daredevils,catch,
9,Pat Cummins,,,,0,Delhi,Feroz Shah Kotla Ground,56,Vishnu Vinod,Delhi Daredevils,,,3,,0,33.33,,Royal Challengers Bangalore,bold,
4,Pawan Negi,,3,13.00,0,Delhi,Feroz Shah Kotla Ground,56,Amit Mishra,Royal Challengers Bangalore,2,26,7,,1,175.00,,Delhi Daredevils,bold,0
2,Avesh Khan,Virat Kohli,,,0,Delhi,Feroz Shah Kotla Ground,56,Sanju Samson,Royal Challengers Bangalore,,,0,,0,0.00,,Delhi Daredevils,catch,
2,,,5,10.00,0,Delhi,Feroz Shah Kotla Ground,56,Travis Head,Delhi Daredevils,3,30,2,Shreyas Iyer/Zaheer Khan,0,100.00,,Royal Challengers Bangalore,runout,2
1,,,10,7.75,0,Delhi,Feroz Shah Kotla Ground,56,Zaheer Khan,Royal Challengers Bangalore,4,31,1,,0,100.00,,Delhi Daredevils,,1
4,,,11,4.00,0,Delhi,Feroz Shah Kotla Ground,56,Shane Watson,Delhi Daredevils,4,16,4,,0,100.00,,Royal Challengers Bangalore,,1
13,Shardul Thakur,Steve Smith,,,2,Pune,Maharashtra Cricket Association's International Stadium,55,Shaun Marsh,Rising Pune Supergiant,,,10,,0,76.92,,Kings XI Punjab,catch,
20,Axar Patel,,,,4,Pune,Maharashtra Cricket Association's International Stadium,55,Rahul Tripathi,Kings XI Punjab,,,28,,1,140.00,,Rising Pune Supergiant,bold,
34,,,,,1,Pune,Maharashtra Cricket Association's International Stadium,55,Ajinkya Rahane,Kings XI Punjab,,,34,,1,100.00,,Rising Pune Supergiant,,
1,Jaydev Unadkat,Manoj Tiwary,,,0,Pune,Maharashtra Cricket Association's International Stadium,55,Martin Guptill,Rising Pune Supergiant,,,0,,0,0.00,,Kings XI Punjab,catch,
5,Adam Zampa,Steve Smith,1,12.00,0,Pune,Maharashtra Cricket Association's International Stadium,55,Ishant Sharma,Rising Pune Supergiant,1,12,1,,0,20.00,,Kings XI Punjab,catch,0
,,,8,5.73,,Pune,Maharashtra Cricket Association's International Stadium,55,Adam Zampa,Kings XI Punjab,3.5,22,,,,,,Rising Pune Supergiant,,2
17,Jaydev Unadkat,MS Dhoni,1,6.00,0,Pune,Maharashtra Cricket Association's International Stadium,55,Swapnil Singh,Rising Pune Supergiant,1,6,10,,0,58.82,,Kings XI Punjab,catch,0
,,,12,3.33,,Pune,Maharashtra Cricket Association's International Stadium,55,Ben Stokes,Kings XI Punjab,3,10,,,,,,Rising Pune Supergiant,,0
0,,,5,6.00,0,Pune,Maharashtra Cricket Association's International Stadium,55,Sandeep Sharma,Rising Pune Supergiant,2,12,0,,0,0.00,,Kings XI Punjab,,0
,,,16,4.75,,Pune,Maharashtra Cricket Association's International Stadium,55,Shardul Thakur,Kings XI Punjab,4,19,,,,,,Rising Pune Supergiant,,3
17,Dan Christian,MS Dhoni,,,0,Pune,Maharashtra Cricket Association's International Stadium,55,Wriddhiman Saha,Rising Pune Supergiant,,,13,,1,76.47,,Kings XI Punjab,catch,
18,,,,,0,Pune,Maharashtra Cricket Association's International Stadium,55,Steve Smith,Kings XI Punjab,,,15,,0,83.33,,Rising Pune Supergiant,,
20,Dan Christian,MS Dhoni,2,6.50,1,Pune,Maharashtra Cricket Association's International Stadium,55,Axar Patel,Rising Pune Supergiant,2,13,22,,1,110.00,,Kings XI Punjab,catch,1
3,Shardul Thakur,Ajinkya Rahane,3,7.50,0,Pune,Maharashtra Cricket Association's International Stadium,55,Glenn Maxwell,Rising Pune Supergiant,2,15,0,,0,0.00,,Kings XI Punjab,catch,0
4,,,,,1,Pune,Maharashtra Cricket Association's International Stadium,55,Eoin Morgan,Rising Pune Supergiant,,,4,Jaydev Unadkat,0,100.00,,Kings XI Punjab,runout,
,,,4,5.00,,Pune,Maharashtra Cricket Association's International Stadium,55,Dan Christian,Kings XI Punjab,2,10,,,,,,Rising Pune Supergiant,,2
3,Shardul Thakur,Jaydev Unadkat,10,4.66,1,Pune,Maharashtra Cricket Association's International Stadium,55,Rahul Tewatia,Rising Pune Supergiant,3,14,4,,0,133.33,,Kings XI Punjab,catch,0
12,Adam Zampa,Dan Christian,3,6.00,0,Pune,Maharashtra Cricket Association's International Stadium,55,Mohit Sharma,Rising Pune Supergiant,1,6,6,,0,50.00,,Kings XI Punjab,catch,0
,,,14,4.00,,Pune,Maharashtra Cricket Association's International Stadium,55,Jaydev Unadkat,Kings XI Punjab,3,12,,,,,,Rising Pune Supergiant,,2
,,,11,9.75,,Kolkata,Eden Gardens,54,Tim Southee,Kolkata Knight Riders,4,39,,,,,,Mumbai Indians,,2
16,Hardik Pandya,,7,8.00,4,Kolkata,Eden Gardens,54,Colin de Grandhomme,Mumbai Indians,2,16,29,,1,181.25,,Kolkata Knight Riders,bold,0
7,Vinay Kumar,Hardik Pandya,,,0,Kolkata,Eden Gardens,54,Yusuf Pathan,Mumbai Indians,,,20,,3,285.71,,Kolkata Knight Riders,catch,
2,,,9,5.50,0,Kolkata,Eden Gardens,54,Hardik Pandya,Kolkata Knight Riders,4,22,1,,0,50.00,,Mumbai Indians,,2
4,Karn Sharma,Rohit Sharma,,,0,Kolkata,Eden Gardens,54,Robin Uthappa,Mumbai Indians,,,2,,0,50.00,,Kolkata Knight Riders,catch,
33,Hardik Pandya,sub (Jagadeesha Suchith),,,2,Kolkata,Eden Gardens,54,Manish Pandey,Mumbai Indians,,,33,,0,100.00,,Kolkata Knight Riders,catch,
5,Trent Boult,Sunil Narine,,,0,Kolkata,Eden Gardens,54,Lendl Simmons,Kolkata Knight Riders,,,0,,0,0.00,,Mumbai Indians,catch,
16,Mitchell Johnson,Karn Sharma,,,3,Kolkata,Eden Gardens,54,Gautam Gambhir,Mumbai Indians,,,21,,1,131.25,,Kolkata Knight Riders,catch,
1,,,2,7.00,0,Kolkata,Eden Gardens,54,Krunal Pandya,Kolkata Knight Riders,2,14,0,,0,0.00,,Mumbai Indians,,0
,,,8,8.66,,Kolkata,Eden Gardens,54,Karn Sharma,Kolkata Knight Riders,3,26,,,,,,Mumbai Indians,,1
11,Trent Boult,Yusuf Pathan,,,0,Kolkata,Eden Gardens,54,Kieron Pollard,Kolkata Knight Riders,,,13,,1,118.18,,Mumbai Indians,catch,
8,,,13,7.50,0,Kolkata,Eden Gardens,54,Trent Boult,Mumbai Indians,4,30,5,,0,62.50,,Kolkata Knight Riders,,2
43,,,,,9,Kolkata,Eden Gardens,54,Saurabh Tiwary,Kolkata Knight Riders,,,52,Umesh Yadav,0,120.93,,Mumbai Indians,runout,
4,,,9,10.00,0,Kolkata,Eden Gardens,54,Umesh Yadav,Mumbai Indians,4,40,4,,0,100.00,,Kolkata Knight Riders,,0
4,Tim Southee,Hardik Pandya,8,9.25,0,Kolkata,Eden Gardens,54,Sunil Narine,Mumbai Indians,4,37,0,,0,0.00,,Kolkata Knight Riders,catch,0
37,Kuldeep Yadav,,,,6,Kolkata,Eden Gardens,54,Ambati Rayudu,Kolkata Knight Riders,,,63,,3,170.27,Robin Uthappa,Mumbai Indians,stemping,
,,,6,10.33,,Kolkata,Eden Gardens,54,Vinay Kumar,Kolkata Knight Riders,3,31,,,,,,Mumbai Indians,,2
,,,9,4.66,,Kolkata,Eden Gardens,54,Ankit Rajpoot,Mumbai Indians,3,14,,,,,,Kolkata Knight Riders,,1
15,Tim Southee,Ambati Rayudu,5,8.33,2,Kolkata,Eden Gardens,54,Kuldeep Yadav,Mumbai Indians,3,25,16,,0,106.66,,Kolkata Knight Riders,catch,1
,,,12,7.50,,Kolkata,Eden Gardens,54,Mitchell Johnson,Kolkata Knight Riders,4,30,,,,,,Mumbai Indians,,1
21,Ankit Rajpoot,,,,4,Kolkata,Eden Gardens,54,Rohit Sharma,Kolkata Knight Riders,,,27,,1,128.57,,Mumbai Indians,lbw,
14,Vinay Kumar,sub (Jagadeesha Suchith),,,3,Kolkata,Eden Gardens,54,Chris Lynn,Mumbai Indians,,,26,,2,185.71,,Kolkata Knight Riders,catch,
11,Praveen Kumar,James Faulkner,,,4,Kanpur,Green Park,53,Shikhar Dhawan,Gujarat Lions,,,18,,0,163.63,,Sunrisers Hyderabad,catch,
3,Rashid Khan,,,,0,Kanpur,Green Park,53,Aaron Finch,Sunrisers Hyderabad,,,2,,0,66.66,,Gujarat Lions,bold,
,,,10,8.50,,Kanpur,Green Park,53,Rashid Khan,Gujarat Lions,4,34,,,,,,Sunrisers Hyderabad,,3
